"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Assembly","Power","Model Number","DQ Score"
"TOI","SUN","452949","Jungle Formula Kids Lotion 125ml","Jungle Formula",NA,NA,"1",NA,NA,NA,0.9125
"TOI","SUN","409333","Garnier Ambre Solaire Ultra-Hydrating Sun CreamSPF50+ 200ml","L'Oreal","200ml",NA,"1",NA,NA,NA,0.95
"TOI","SUN","450640","L'Oreal Sublime Bronze Express Self Tanning MistNon Tinted 150ml","L'Oreal",NA,NA,"1",NA,NA,NA,0.9125
"TOI","SUN","450644","L'Oreal Sublime Tinted Shimmer Gel 150ml","L'Oreal",NA,NA,"1",NA,NA,NA,0.9125
"TOI","SUN","451472","L'Oreal Sublime Bronze Airbrush Legs 150ml","L'Oreal",NA,NA,"1",NA,NA,NA,0.9125
"TOI","SUN","451481","L' Oreal Sublime Bronze Gradual Tan Medium 200ml","L'Oreal",NA,NA,"1",NA,NA,NA,0.8625
"TOI","SUN","128176","Nivea Sun Protect And Moisture Sun LotionSPF20 Medium 200ml","Nivea","200ml",NA,NA,NA,NA,NA,0.9125
"TOI","SUN","128177","Nivea Sun Moisturising After Sun Lotion 200ml","Nivea","200ml",NA,NA,NA,NA,NA,0.9125
"TOI","SUN","151203","Nivea Sun Moisturising After Sun Spray 200ml","Nivea","200ml",NA,NA,NA,NA,NA,0.9125
"TOI","SUN","151206","Nivea Sun Protect And Moisture Sun SpraySPF15 Medium 200ml","Nivea","200ml",NA,"1",NA,NA,NA,1
"TOI","SUN","187125","Nivea Sun Protect And Moisture Sun SpraySPF30 High 200ml","Nivea","200ml",NA,"1",NA,NA,NA,1
"TOI","SUN","216089","Nivea Sun Protect Lip Balm SPF 30 4.8g","Nivea","4.8g",NA,NA,NA,NA,NA,0.9125
"TOI","SUN","242831","Nivea Sun Protect And Moisture Sun LotionSPF15 Medium 200ml","Nivea","200ml",NA,"1",NA,NA,NA,1
"TOI","SUN","242832","Nivea Sun Protect And Moisture Sun LotionSPF30 High 200ml","Nivea","200ml",NA,NA,NA,NA,NA,0.9125
"TOI","SUN","242835","Nivea Sun Kids Sun Lotion SPF50+Very High 200ml","Nivea","200ml",NA,"1",NA,NA,NA,1
"TOI","SUN","242837","Nivea Sun Protect And Moisture Sun SpraySPF20 Medium 200ml","Nivea","200ml",NA,NA,NA,NA,NA,0.9125
"TOI","SUN","242838","Nivea Sun Protect And Moisture Sun Spray SPF50+Very High 200ml","Nivea","200ml",NA,"1",NA,NA,NA,1
"TOI","SUN","276609","Nivea Sun Protect And Refresh Invisible CoolingSun Spray SPF20 Medium 200ml","Nivea","200ml",NA,"1",NA,NA,NA,1
"TOI","SUN","286605","Nivea Sun Protect And Refresh Invisible CoolingSun Spray SPF30 High 200ml","Nivea","200ml",NA,"1",NA,NA,NA,1
"TOI","SUN","286607","Nivea Sun Kids Spray SPF50+ Very High 200ml","Nivea","200ml",NA,NA,NA,NA,NA,0.9125
"TOI","SUN","286608","Nivea Sun Kids Pocket Size Lotion SPF50+ Very High50ml","Nivea","50ml",NA,NA,NA,NA,NA,0.9125
"TOI","SUN","301789","Nivea Sun Kids Pocket Size Lotion SPF30 High 50ml","Nivea","50ml",NA,"1",NA,NA,NA,1
"TOI","SUN","315236","Nivea Sun Moisturising After Sun Lotion 400ml","Nivea","400ml",NA,"1",NA,NA,NA,1
"TOI","SUN","331791","Nivea Sun Protect And Refresh Cooling Sun MistSPF30 High 200ml","Nivea","200ml",NA,"1",NA,NA,NA,1
"TOI","SUN","347356","Nivea Sun Protect And Refresh Invisible CoolingSun Spray SPF50 High 200ml","Nivea","200ml",NA,"1",NA,NA,NA,1
"TOI","SUN","347357","Nivea Sun Protect And Refresh Refreshing Sun SpraySPF50 High 200ml","Nivea","200ml",NA,"1",NA,NA,NA,1
"TOI","SUN","409353","Nivea Sun Protect And Bronze Tan ActivatingProtecting Oil SPF20 Medium 200ml","Nivea","200ml",NA,"1",NA,NA,NA,1
"TOI","SUN","451136","Nivea Sun Kids Trigger Spray SPF50+ Very High 300m","Nivea",NA,NA,"1",NA,NA,NA,0.9125
"TOI","SUN","286584","Piz Buin In Sun Allergy Lotion High SPF30 200ml","Piz Buin","200ml",NA,NA,NA,NA,NA,0.9125
"TOI","SUN","450600","Riemann P20 SPF Once a Day Sun ProtectionSpray 30 SPF 100ml","Rieman P20",NA,NA,"1",NA,NA,NA,0.8625
"TOI","SUN","450601","Riemann P20 Once a Day Sun Protection SpraySPF 50 100ml","Rieman P20",NA,NA,"1",NA,NA,NA,0.8625
"TOI","SUN","450567","Rimmel Self Tan Mousse Light Matte 150ml","Rimmel",NA,NA,"1",NA,NA,NA,0.8625
"TOI","SUN","450573","Rimmel Self Tan Lotion with Chia OilLight to Medium Matte 150ml","Rimmel",NA,NA,"1",NA,NA,NA,0.9125
"TOI","SUN","450575","Rimmel In Shower Self Tan Lotion 200ml","Rimmel",NA,NA,"1",NA,NA,NA,0.9125
"TOI","SUN","450576","Rimmel Gradual Tan and Toning Lotion 125ml","Rimmel",NA,NA,"1",NA,NA,NA,0.9125
"TOI","SUN","450580","Rimmel Instant Tan Lotion Medium Matte 125ml","Rimmel",NA,NA,"1",NA,NA,NA,0.9125
"TOI","SUN","315006","St Moriz Self Tan Applicator Mitt","St Moritz",NA,NA,"1",NA,NA,NA,0.8625
"TOI","SUN","315976","St Moriz Self Tan Lotion Instant 200ml","St Moritz","200ml",NA,"1",NA,NA,NA,0.95
"TOI","SUN","315977","St Moriz Self Tan Mousse Instant Medium 200ml","St Moritz","200ml",NA,"1",NA,NA,NA,0.95
"TOI","SUN","316200","St Moriz Self Tan Mousse Instant Dark 200ml","St Moritz","200ml",NA,"1",NA,NA,NA,0.95
"TOI","SUN","316201","St Moriz Self Tan Mist Instant Medium 150ml","St Moritz","150ml",NA,"1",NA,NA,NA,0.95
"TOI","SUN","430644","St Moriz Pro Fast Self Tan Foam 150ml","St Moritz",NA,NA,"1",NA,NA,NA,0.8625
"TOI","SUN","449629","St Moriz Professional Instant Tan","St Moritz",NA,NA,"1",NA,NA,NA,0.8625
"TOI","SUN","250846","Wilko Insect Repellent Spray Extra Strength 100ml","Wilko","100ml",NA,NA,NA,NA,NA,0.9125
"TOI","SUN","250847","Wilko Cool and Smooth Spray 50ml","Wilko","50ml",NA,NA,NA,NA,NA,0.9125
"TOI","SUN","348837","Wilko Suncare Lotion SPF15 200ml","Wilko","200ml",NA,"1",NA,NA,NA,1
"TOI","SUN","348838","Wilko Suncare Lotion SPF30 200ml","Wilko","200ml",NA,"1",NA,NA,NA,1
"TOI","SUN","348839","Wilko Suncare Lotion SPF50 200ml","Wilko","200ml",NA,"1",NA,NA,NA,1
"TOI","SUN","348840","Wilko Suncare Spray SPF15 200ml","Wilko","200ml",NA,"1",NA,NA,NA,1
"TOI","SUN","348841","Wilko Suncare Spray SPF30 200ml","Wilko","200ml",NA,"1",NA,NA,NA,1
"TOI","SUN","348842","Wilko Suncare Spray Clear SPF15 200ml","Wilko","200ml",NA,"1",NA,NA,NA,1
"TOI","SUN","348843","Wilko Suncare Spray Clear SPF30 200ml","Wilko","200ml",NA,"1",NA,NA,NA,1
"TOI","SUN","348845","Wilko Suncare Kids SPF50 150ml","Wilko","150ml",NA,"1",NA,NA,NA,1
"TOI","SUN","348848","Wilko Suncare Sensitive SPF50 200ml","Wilko","200ml",NA,"1",NA,NA,NA,1
"TOI","SUN","348850","Wilko Suncare Facial SPF30 100ml","Wilko","100ml",NA,"1",NA,NA,NA,1
"TOI","SUN","348852","Wilko After Sun Aloe Vera Gel 200ml","Wilko","200ml",NA,"1",NA,NA,NA,1
"TOI","SUN","348853","Wilko After Sun Aloe Vera Lotion 200ml","Wilko","200ml",NA,"1",NA,NA,NA,1
"TOI","TRA","433493","Aussie Conditioner Miracle Moist 75ml","Aussie",NA,NA,"1",NA,NA,NA,0.9125
"TOI","TRA","433494","Aussie Shampoo Miracle Moist 75ml","Aussie",NA,NA,"1",NA,NA,NA,0.9125
"TOI","TRA","451130","Banana Boat Baby Sun Protection LotionSPF 50 60ml","Banana Boat",NA,NA,"1",NA,NA,NA,0.9125
"TOI","TRA","352739","Batiste Dry Shampoo Blush 50ml","Batiste","50ml",NA,"1",NA,NA,NA,1
"TOI","TRA","281806","Colgate Toothpaste Total Advanced Clean25ml","Colgate","25ml",NA,"1",NA,NA,NA,1
"TOI","TRA","305854","Colgate Portable Toothbrush","Colgate",NA,NA,NA,"No",NA,NA,0.65
"TOI","TRA","441203","Colgate MaxFresh Cooling Toothpaste 25ml","Colgate",NA,NA,"1","No",NA,NA,0.65
"TOI","TRA","450606","Cuticura Antibacterial Hand GelCrisp and Fresh 50ml","Cuticura","50ml",NA,"1",NA,NA,NA,1
"TOI","TRA","352738","Dove Body Wash Nourishing 55ml","Dove","55ml",NA,"1",NA,NA,NA,1
"TOI","TRA","351742","Dr Beckmann Travel Wash 100ml","Dr Beckmann","100ml",NA,"1",NA,NA,NA,1
"TOI","TRA","254650","Gillette Series Gel Sensitive Skin - Cool Wave Shave Gel 75ml","Gillette","75ml",NA,NA,NA,NA,NA,0.9125
"TOI","TRA","351875","Satin Care Shave Gel Sensitive 75ml","Gillette","75ml",NA,"1",NA,NA,NA,0.95
"TOI","TRA","305140","Impulse Body Spray True Love Freesia andTangerine 35ml","Impulse","35ml",NA,NA,NA,NA,NA,0.9125
"TOI","TRA","267302","Johnsons Baby  Shampoo 100ml","Johnsons","100ml",NA,NA,NA,NA,NA,0.9125
"TOI","TRA","292146","Johnsons Baby Powder 100g","Johnsons","100ml",NA,"1",NA,NA,NA,1
"TOI","TRA","403078","Elvive Shampoo Colour Protect 50ml","L'Oreal",NA,NA,"1",NA,NA,NA,0.8625
"TOI","TRA","403079","Elvive Conditioner Colour Protect 50ml","L'Oreal","50ml",NA,"1",NA,NA,NA,0.95
"TOI","TRA","266855","Listerine Mouthwash Total Care Clean Mint 95ml","Listerine","95ml",NA,"1",NA,NA,NA,1
"TOI","TRA","292145","Listerine Mouthwash Stay White Arctic Mint 95ml","Listerine","95ml",NA,NA,NA,NA,NA,0.9125
"TOI","TRA","278798","Lynx Deodorant Body Spray Africa 35ml","Lynx","35ml",NA,NA,NA,NA,NA,0.9125
"TOI","TRA","433470","Lynx Black Shower Gel 50ml","Lynx",NA,NA,"1",NA,NA,NA,0.9125
"TOI","TRA","452633","Nivea Daily Essentials 3 in 1 Refreshing FacialCleansing Wipes 7pk","Nivea",NA,NA,"7",NA,NA,NA,0.9125
"TOI","TRA","305863","Original Source Shower Gel Lemon and Tea Tree 50ml","Original Source","50ml",NA,"1",NA,NA,NA,1
"TOI","TRA","278803","Pantene Pro-V Conditioner Normal-Thick HairSmooth and Sleek 75ml","Pantene","75ml",NA,NA,NA,NA,NA,0.9125
"TOI","TRA","278804","Pantene Pro-V Shampoo Normal-Thick Hair Smoothand Sleek 75ml","Pantene","75ml",NA,NA,NA,NA,NA,0.9125
"TOI","TRA","451134","WetOnes Be Fresh 12s","Wet Ones",NA,NA,"1",NA,NA,NA,0.8625
"TOI","TRA","451127","Wilkinson Sword Xtreme 3 Sensitive Razor 1pk","Wilkinson Sword",NA,NA,"1",NA,NA,NA,0.825
"TOI","TRA","451128","Wilkinson Sword Xtreme 3 Beauty Razor 1pk","Wilkinson Sword",NA,NA,"1",NA,NA,NA,0.825
"TOI","TRA","347755","Wilko Travel Bottle 100ml","Wilko",NA,NA,"1",NA,NA,NA,0.9125
"TOI","TRA","347756","Wilko Travel Bottle Spray 100ml","Wilko",NA,NA,"1",NA,NA,NA,0.9125
"TOI","TRA","347757","Wilko Travel Bottle Pump 100ml","Wilko",NA,NA,"1",NA,NA,NA,0.9125
"TOI","TRA","347758","Wilko Travel Pot","Wilko",NA,NA,"1",NA,NA,NA,0.9125
"TOI","TRA","348834","Wilko Suncare Lotion SPF30 50ml","Wilko","50ml",NA,"1",NA,NA,NA,1
"TOI","TRA","348835","Wilko Suncare Lotion SPF50 50ml","Wilko","50ml",NA,"1",NA,NA,NA,1
"TOI","TRA","348836","Wilko After Sun Lotion 50ml","Wilko","50ml",NA,"1",NA,NA,NA,1
