"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","Power","Capacity","Age","Model Number","DQ Score"
"TOI","COS","453678","Essence The Gel Nail Polish 99","Essence",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.81
"TOI","COS","453680","Essence Glamaxy Top Coat 34","Essence",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.81
"TOI","COS","453681","Essence Stand Out 3D Touch Manic Stick 01","Essence",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","COS","453682","Essence All in One Ridge Filler with Keratin","Essence",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.81
"TOI","COS","453686","Essence SOS Protect & Resist","Essence",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.81
"TOI","CRE","336306","Sally Hansen Maximum Growth","Sally Hansen","13.3ml",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","CRE","336307","Sally Hansen Maximum Strengthener","Sally Hansen","13.3ml",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","CRE","336309","Sally Hansen Hard As Nails Natural","Sally Hansen","13.3ml","Cream",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","336310","Sally Hansen Hard As Nails Wrap","Sally Hansen","13.3ml",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","CRE","336311","Sally Hansen Diamond Strength","Sally Hansen","13.3ml",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","CRE","336312","Sally Hansen Nail Growth Miracle","Sally Hansen","13.3ml",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","CRE","336313","Sally Hansen Double Duty","Sally Hansen","13.3ml",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","CRE","336314","Sally Hansen No Chip Top Coat","Sally Hansen","13.3ml",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","CRE","336318","Sally Hansen Vitamin E Oil","Sally Hansen","13.3ml",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","CRE","336658","Sally Hansen Nail Polish Remover Regular","Sally Hansen","200ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","336659","Sally Hansen Acetone Free Nail Polish Remover","Sally Hansen","200ml",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","CRE","336660","Sally Hansen Nail Polish Remover Strengthen200ml","Sally Hansen","200ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","336661","Sally Hansen Nail Polish Remover Moisturising","Sally Hansen","200ml",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","CRE","351548","Sally Hansen Rehab Strengthen","Sally Hansen",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","CRE","351550","Sally Hansen Diamond Flash Top Coat","Sally Hansen",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","CRE","431293","Complete Care 7 in 1 treatment 13.3 ml","Sally Hansen","13.3ml","Clear","1",NA,NA,NA,NA,NA,NA,0.95
"TOI","CRE","445082","Sally Hansen Complete Salon Manicure Clear'd ForTakeoff","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445084","Sally Hansen Complete Salon Manicure Pink Slip","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445085","Sally Hansen Complete Salon Manicure Arm Candy","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445086","Sally Hansen Complete Salon Manicure Luna Pearl","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445087","Sally Hansen Complete Salon Manicure Shell WeDance","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445088","Sally Hansen Complete Salon Manicure Aflorable","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445089","Sally Hansen Complete Salon Manicure Back To TheFuschia","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445090","Sally Hansen Complete Salon Manicure Cherry Up","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445092","Sally Hansen Complete Salon Manicure I Pink I Can","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445093","Sally Hansen Complete Salon Manicure Get Juiced","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445095","Sally Hansen Complete Salon Manicure Peach Of Cake","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445097","Sally Hansen Complete Salon Manicure New Flame","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445098","Sally Hansen Complete Salon Manicure All Fired Up","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445099","Sally Hansen Complete Salon Manicure Kook A Mango","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445100","Sally Hansen Complete Salon Manicure FruttiPetutie","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445101","Sally Hansen Complete Salon Manicure Aria Red-y?","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445102","Sally Hansen Complete Salon Manicure BerryImportant","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445103","Sally Hansen Complete Salon Manicure So Much Fawn","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445105","Sally Hansen Complete Salon Manicure Raisin TheBar","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445106","Sally Hansen Complete Salon Manicure Plums TheWord","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445107","Sally Hansen Complete Salon Manicure Mauve Along","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445108","Sally Hansen Complete Salon Manicure Mudslide","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445109","Sally Hansen Complete Salon Manicure Nude Now","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445110","Sally Hansen Complete Salon Manicure Café Au Lait","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445111","Sally Hansen Complete Salon Manicure NakedAmbition","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445112","Sally Hansen Complete Salon Manicure Au Nature-Al","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445113","Sally Hansen Complete Salon Manicure Yo Glow. Girl","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445114","Sally Hansen Complete Salon Manicure Wine Not","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445115","Sally Hansen Complete Salon Manicure Right SaidFred","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445116","Sally Hansen Complete Salon Manicure Red Handed","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445117","Sally Hansen Complete Salon Manicure Red Zin","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445118","Sally Hansen Complete Salon Manicure Scarlet Fever","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445119","Sally Hansen Complete Salon Manicure Belle Of TheBall","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445120","Sally Hansen Complete Salon Manicure Pat On TheBlack","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445121","Sally Hansen Complete Salon Manicure Commander InChic","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445122","Sally Hansen Complete Salon Manicure Sgt Preppy","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445123","Sally Hansen Complete Salon Manicure Cherry CherryBang Bang","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445124","Sally Hansen Complete Salon Manicure Purple Heart","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445125","Sally Hansen Complete Salon Manicure Hat's Off ToHue","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445126","Sally Hansen Complete Salon Manicure Nightwatch","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445128","Sally Hansen Complete Salon Manicure Jaded","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445131","Sally Hansen Miracle Gel Birthday Suit","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445132","Sally Hansen Miracle Gel Pinky Promise","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445133","Sally Hansen Miracle Gel Pretty Piggy","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445134","Sally Hansen Miracle Gel Pink Tank","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445135","Sally Hansen Miracle Gel Dig Fig","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445136","Sally Hansen Miracle Gel Red Eye","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445137","Sally Hansen Miracle Gel Wine Stock","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445138","Sally Hansen Miracle Gel Mad Women","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445139","Sally Hansen Miracle Gel Regal Rose","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445140","Sally Hansen Miracle Gel Can't Beet Royalty","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445141","Sally Hansen Miracle Gel Off With Her Head","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445142","Sally Hansen Miracle Gel Bare Dare","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445143","Sally Hansen Miracle Gel Game Of Chromes","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445144","Sally Hansen Miracle Gel Spice Age","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445145","Sally Hansen Miracle Gel Totem-ly Yours","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445146","Miracle Gel Nail Polish Crème De La Crème","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.88
"TOI","CRE","445147","Sally Hansen Miracle Gel Smartease","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445148","Sally Hansen Miracle Gel Pink Cadillaquer","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445149","Sally Hansen Miracle Gel Shock Wave","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445151","Sally Hansen Miracle Gel Tipsy Gyspy","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445152","Sally Hansen Miracle Gel Malibu Peach","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445154","Sally Hansen Miracle Gel Top Coat","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445155","Sally Hansen Miracle Gel Redgy","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445156","Sally Hansen Miracle Gel Rhapsody Red","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445157","Sally Hansen Miracle Gel Bordeaux Glow","Sally Hansen",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","CRE","445158","Sally Hansen Miracle Gel Hunger Flames","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445159","Sally Hansen Miracle Gel Boho A-Go-Go","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445160","Sally Hansen Miracle Gel Street Flair","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445162","Sally Hansen Miracle Gel Purplexed","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445163","Sally Hansen Miracle Gel Tidal Wave","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","445165","Sally Hansen Miracle Gel B Girl","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","446940","Sally Hansen Miracle Gel Blacky-O","Sally Hansen",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","CRE","451856","Sally Hansen Complete Salon Manicure214 Freedom of Peach","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","451857","Sally Hansen Complete Salon Manicure218 Devil Wears Nada","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","451858","Sally Hansen Complete Salon Manicure237 World is My Oyster","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","451859","Sally Hansen Complete Salon Manicure242 Mauvin On Up","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","451860","Sally Hansen Complete Salon Manicure632 Society Ruler","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","451861","Sally Hansen Complete Salon Manicure700 Hooked On Onyx","Sally Hansen","14.7ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","451862","Sally Hansen Moisture Rehab 13.3ml","Sally Hansen","13.3ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","451863","Sally Hansen Miracle Gel Duo Pack170 Pink Cadillaquer","Sally Hansen","29.4ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","451864","Sally Hansen  Miracle Gel Duo Pack110 Birthday Suit","Sally Hansen","29.4ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","CRE","451865","Sally Hansen Miracle gel Duo Pack470 Red Eye","Sally Hansen","29.4ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","DEN","281587","Aquafresh Kids Toothpaste My Big Teeth 50ml","Aquafresh","50ml","Multi","1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","347801","Aquafresh Kids Mouthwash My Big Teeth Fruity300ml","Aquafresh","300ml",NA,NA,NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","419193","Aquafresh Toothpaste White and Shine 75ml","Aquafresh","75ml",NA,NA,NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","421907","Aquafresh Toothbrush Complete Care Medium 1pk","Aquafresh",NA,NA,"1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","421908","Aquafresh Mouthwash Complete Care Fresh Mint500ml","Aquafresh","500ml",NA,"1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","434811","Aquafresh Toothpaste Complete Care Extra Fresh75ml","Aquafresh","75ml",NA,"1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","456346","Aquafresh Toothbrush Medium 3pk","Aquafresh",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","DEN","267136","Arm and Hammer Toothpaste Advance White 75ml","Arm & Hammer","75ml","Multi","1",NA,"No",NA,NA,NA,NA,0.6
"TOI","DEN","320814","Arm & Hammer Toothpaste Pro Enamel Sensitive75ml","Arm & Hammer","75ml","Multi","1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","34179","Clinomyn Smokers Toothpaste Ice Mint","Clinomyn","75ml","Multi",NA,NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","117017","Colgate Plax Mouthwash Soft Mint 500ml","Colgate","500ml",NA,NA,NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","207141","Colgate Toothpaste Pump Cool Stripe 100ml","Colgate","100ml",NA,NA,NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","209850","Colgate Toothbrush Twister  Medium 2pk","Colgate","Medium","Multi","1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","260457","Colgate Toothbrush Pro Relief Sensitive Soft 1pk","Colgate","One Size","Multi","1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","274546","Colgate Toothpaste Cavity Protection Fresh Gel75ml","Colgate","75ml","Multi",NA,NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","280447","Colgate Plax Mouthwash Mild Mint 500ml","Colgate","500ml",NA,"1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","280448","Colgate Toothpaste Fresh Gel 100ml","Colgate","100ml","Multi","1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","280450","Colgate Toothpaste Pump Advanced White 100ml","Colgate","100ml","Multi","1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","283980","Colgate Toothpaste Pro Relief Sensitive 75ml","Colgate","75ml","Multi","1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","293044","Colgate Extra Clean Toothbrush","Colgate","Medium",NA,NA,NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","295099","ColgateToothpaste Pro Relief and Whitening 75ml","Colgate","75ml","Multi","1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","296509","Colgate Toothbrush Spiderman Battery PoweredExtra Soft 1pk","Colgate","One Size","Multi","1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","304739","Colgate Toothpaste Pump Total Advanced Whitening100ml","Colgate","100ml","Multi","1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","305555","Colgate Plax Mouthwash Alcohol Free 250mlCool Mint","Colgate",NA,"Multi","1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","313508","Colgate Toothpaste Sensitive Pro Relief MultiProtection 75ml","Colgate","75ml","Multi","1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","313509","Colgate Toothpaste Max One White 75ml","Colgate","75ml","Multi","1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","319737","Colgate Toothpaste Total Advanced Whitening125ml","Colgate","125ml","Multi",NA,NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","319739","Colgate Toothpaste Total Advanced Freshening125ml","Colgate","125ml","Multi","1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","319741","Colgate Toothpaste Total Advanced Fluoride125ml","Colgate","125ml","Multi","1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","319799","Colgate Toothpaste Total Advanced Whitening75ml","Colgate","75ml","Multi","1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","319861","Colgate Toothbrush Pro Gum Health Soft 1pk","Colgate","One Size","Multi","1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","330418","Colgate Toothbrush Max White One 360 1pk","Colgate","Medium",NA,"1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","331097","Colgate Toothbrush Max Whitening Medium 1pk","Colgate",NA,"Multi","1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","334691","Colgate Mouthwash Max White One Sensational Mint500ml","Colgate","500ml","Multi","1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","336548","Colgate Toothpaste Max White One LuminousSparkling Mint 75ml","Colgate",NA,"Multi","1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","34152","ColgateToothpaste Cavity Protection Pump Regular100ml","Colgate",NA,"Multi","1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","352309","Colgate Toothpaste Cool Stripe 75ml","Colgate","75ml",NA,NA,NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","402745","Colgate Kids Toothbrush Extra Soft 0 to 3 Years1pk","Colgate","Baby","Multi","1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","402746","Colgate Kids Toothbrush Soft 6 Plus Years","Colgate",NA,NA,NA,NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","402747","Colgate Kids Toothbrush Soft 4 to 6 Years","Colgate",NA,NA,NA,NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","402755","Colgate Toothbrush Barbie Extra Soft","Colgate",NA,"Multi","1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","402756","Colgate Toothbrush Max White One Sonic Power 1pk","Colgate",NA,"Multi","1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","402774","Colgate  Plax Mouthwash Gentle Care 500ml","Colgate","500ml",NA,"1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","418227","Colgate Electric Toothbrush Pro Clinical C250","Colgate",NA,NA,"1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","418237","Colgate Toothpaste Sensifoam Whitening Sensitive75ml","Colgate",NA,NA,"1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","418242","Colgate Toothpaste Max White Expert Cool Mint 75ml","Colgate","75ml",NA,"1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","418243","Colgate Toothpaste Max White Expert Fresh Mint 75m75ml","Colgate",NA,NA,NA,NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","421592","Colgate Toothbrush Minions Battery Operated 1pk","Colgate",NA,NA,"1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","433036","Colgate Toothbrush and Whitening Pen Max WhiteExpert 1pk","Colgate",NA,NA,NA,NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","437367","Colgate Toothbrush Pro Clinical 150 SuperiorPlaque Remover","Colgate",NA,NA,NA,NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","437369","Colgate Toothpaste Total Proof 75ml","Colgate","75ml",NA,"1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","437370","Colgate Toothpaste Deep Clean 75ml","Colgate","75ml",NA,"1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","437371","Colgate Toothpaste Daily Repair 75ml","Colgate","75ml",NA,"1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","437559","Colgate Toothpaste Minions 4 Plus Years Mild50ml","Colgate","50ml",NA,"1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","448172","Colgate Junior Kids Toothpaste Smiles 6 Plus Years50ml","Colgate",NA,NA,"1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","448173","Colgate  Kids Toothpaste Smiles 3 to -5 Years 50ml","Colgate",NA,NA,"1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","448174","Colgate Baby Toothpaste Smiles  0 to 2 Years 50ml","Colgate",NA,NA,"1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","448175","Colgate Toothpaste Max White Optic 75ml","Colgate",NA,NA,"1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","450083","Colgate Sensitive Pro-Relief Toothbrushand Sensitivity Pen","Colgate",NA,NA,"1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","450650","Colgate Replacement Brush Heads Pro Clinical 3604pk","Colgate",NA,NA,"4",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","452978","Colgate Toothpaste Enamel Strength 75ml","Colgate","75ml",NA,"1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","181476","Corsodyl Mouthwash Coolmint 300ml","Corsodyl","300ml","Multi","1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","181622","Corsodyl Mouthwash Mint 300ml","Corsodyl",NA,NA,"1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","321163","Corsodyl Mouthwash Daily Cool Mint500ml","Corsodyl","500ml","Multi","1",NA,"No",NA,NA,"12 Years",NA,0.65
"TOI","DEN","321166","Corsodyl Mouthwash Daily Fresh Mint500ml","Corsodyl","500ml","Multi",NA,NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","321167","Corsodyl Mouthwash Alcohol Free  Mint 300ml","Corsodyl","300ml","Multi",NA,NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","452973","Corsodyl Ultra Clean Toothpaste 75ml","Corsodyl",NA,NA,"1",NA,"No",NA,"75ml",NA,NA,0.65
"TOI","DEN","34154","Dentu Creme Denture Cleaning ToothpasteFresh Mint 48ml","Dentu-Creme","48ml","Multi","1",NA,"No",NA,NA,NA,NA,0.6
"TOI","DEN","210297","Dentyl Mouthwash Active Plaque FighterFresh Clove 500ml","Dentyl pH","500ml","Multi","1",NA,"No",NA,NA,NA,NA,0.6
"TOI","DEN","352776","Dentyl Active Plaque Fighter Smooth Mint Mouthwash500ml","Dentyl pH","500ml",NA,"1",NA,"No",NA,NA,NA,NA,0.6
"TOI","DEN","34177","Eucryl Toothpowder Freshmint Flavour 50g","Eucryl","50g","Multi",NA,NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","34246","Euthymol Toothpaste Original 75ml","Euthymol","75ml","Multi","1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","280459","Fixodent Plus Denture Adhesive Cream 35ml","Fixodent","35ml","Multi","1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","295742","Fixodent Plus Dual Power Denture Adhesive 40g","Fixodent","40g",NA,"1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","402816","Fixodent Denture Adhesive Cream Original 47g","Fixodent",NA,"Multi","1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","82310","Fixodent Denture Adhesive Cream Original 70g","Fixodent","70g","Multi",NA,NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","434474","Healthpoint Mouthwash Chlorhexdine Alcohol Free300ml","Healthpoint","300ml",NA,"1",NA,"No",NA,"300ml","16 Plus",NA,0.6
"TOI","DEN","151657","Listerine Mouthwash Coolmint 500ml","Listerine","500ml","Multi","1",NA,"No",NA,NA,NA,NA,0.65
"TOI","DEN","191107","Listerine Antibacterial Mouthwash  Freshburst 500m","Listerine","500ml","Multi","1",NA,"No",NA,NA,NA,NA,0.65
