"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","Power","Capacity","Coverage","Age","Model Number","DQ Score"
"PAI","EMU","237914","Wilko Emulsion Paint Tester Pot Biscuit Crunch75ml","Wilko","75ml","Brown","1",NA,NA,NA,NA,"30cm²",NA,NA,1
"PAI","EMU","237916","Wilko Emulsion Paint Tester Pot Milky Coffee 75ml","Wilko","75ml","Brown","1",NA,NA,NA,NA,"30cm²",NA,NA,1
"PAI","EMU","237917","Wilko Emulsion Paint Tester Pot Raspberry Meld75ml","Wilko","75ml","Red",NA,NA,NA,NA,NA,"30cm²",NA,NA,0.941666666666667
"PAI","EMU","238066","Wilko Durable Matt Emulsion PaintBiscuit Crunch 2.5L","Wilko","2.5L","Brown",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","238068","Wilko Durable Matt Emulsion PaintMilky Coffee 2.5L","Wilko","2.5L","Brown",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","238075","Wilko One Coat Matt Emulsion Paint Crushed Almond2.5L","Wilko","2.5L","Cream",NA,NA,NA,NA,NA,"20m²",NA,NA,0.941666666666667
"PAI","EMU","238077","Wilko One Coat Matt Emulsion PaintBiscuit Crunch 2.5L","Wilko","2.5L","Brown",NA,NA,NA,NA,NA,"20m²",NA,NA,0.941666666666667
"PAI","EMU","238079","Wilko One Coat Matt Emulsion PaintMilky Coffee 2.5L","Wilko","2.5L","Brown",NA,NA,NA,NA,NA,"20m²",NA,NA,0.941666666666667
"PAI","EMU","238097","Wilko Bathroom Mid Sheen Emulsion PaintMoonlight White 2.5L","Wilko","2.5L","White",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","238101","Wilko Bathroom Mid Sheen Emulsion PaintMagnolia 2.5L","Wilko","2.5L","Cream",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","238102","Wilko Bathroom Mid Sheen Emulsion PaintSoft Cream 2.5L","Wilko","2.5L","Cream","1",NA,NA,NA,NA,"30m²",NA,NA,1
"PAI","EMU","238103","Wilko Bathroom Mid Sheen Emulsion PaintCoastline 2.5L","Wilko","2.5L","Cream","1",NA,NA,NA,NA,"30m²",NA,NA,1
"PAI","EMU","238125","Wilko Kitchen Matt Emulsion PaintLime Sorbet 2.5L","Wilko","2.5L","Green",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","238127","Wilko Kitchen Matt Emulsion PaintLemon Sorbet 2.5L","Wilko","2.5L","Yellow",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","238130","Wilko Kitchen Matt Emulsion PaintMagnolia 2.5L","Wilko","2.5L","Cream",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","238135","Wilko Kitchen Matt Emulsion PaintOatmeal 2.5L","Wilko","2.5L","Brown",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","238147","Wilko Silk Emulsion PaintLemon Sorbet 2.5L","Wilko","2.5L","Yellow",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","238148","Wilko Silk Emulsion PaintCrushed Almond 2.5L","Wilko","2.5L","Cream",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","238150","Wilko Silk Emulsion PaintBiscuit Crunch 2.5L","Wilko","2.5L","Brown","1",NA,NA,NA,NA,"30m²",NA,NA,1
"PAI","EMU","238152","Wilko Silk Emulsion PaintMilky Coffee 2.5L","Wilko","2.5L","Brown",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","238163","Wilko Matt Emulsion PaintCrushed Almond 2.5L","Wilko","2.5L","Cream",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","238165","Wilko Matt Emulsion PaintBiscuit Crunch 2.5L","Wilko","2.5L","Brown",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","238167","Wilko Matt Emulsion PaintMilky Coffee 2.5L","Wilko","2.5L","Brown",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","238169","Wilko Matt Emulsion PaintLemon Sorbet 2.5L","Wilko","2.5L","Yellow",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","238174","Wilko Colour Matt Emulsion Paint Magnolia 7.5ltr","Wilko","7.5L","Cream","1",NA,NA,NA,NA,"90m²",NA,NA,1
"PAI","EMU","238175","Wilko Silk Emulsion PaintMagnolia 7.5L","Wilko","7.5L","Cream",NA,NA,NA,NA,NA,"90m²",NA,NA,0.941666666666667
"PAI","EMU","238176","Wilko Matt Emulsion PaintMilky Coffee 5L","Wilko","5L","Brown",NA,NA,NA,NA,NA,"60m²",NA,NA,0.941666666666667
"PAI","EMU","238177","Wilko Matt Emulsion PaintMoonlight White 5L","Wilko","5L","White",NA,NA,NA,NA,NA,"60m²",NA,NA,0.941666666666667
"PAI","EMU","238178","Wilko Matt Emulsion PaintCrushed Almond 5L","Wilko","5L","Cream",NA,NA,NA,NA,NA,"60m²",NA,NA,0.941666666666667
"PAI","EMU","238182","Wilko Matt Emulsion PaintBiscuit Crunch 5L","Wilko","5L","Brown",NA,NA,NA,NA,NA,"60m²",NA,NA,0.941666666666667
"PAI","EMU","238185","Wilko Matt Emulsion PaintOatmeal 5L","Wilko","5L","Brown",NA,NA,NA,NA,NA,"60m²",NA,NA,0.941666666666667
"PAI","EMU","238188","Wilko Silk Emulsion PaintMilky Coffee 5L","Wilko","5L","Brown",NA,NA,NA,NA,NA,"60m²",NA,NA,0.941666666666667
"PAI","EMU","238189","Wilko Silk Emulsion PaintMoonlight White 5L","Wilko","5L","White","1",NA,NA,NA,NA,"60m²",NA,NA,1
"PAI","EMU","238190","Wilko Silk Emulsion PaintCrushed Almond 5L","Wilko","5L","Cream","1",NA,NA,NA,NA,"60m²",NA,NA,1
"PAI","EMU","238194","Wilko Silk Emulsion PaintBiscuit Crunch 5L","Wilko","5L","Brown",NA,NA,NA,NA,NA,"60m²",NA,NA,0.941666666666667
"PAI","EMU","238197","Wilko Silk Emulsion PaintOatmeal 5L","Wilko","5L","Brown",NA,NA,NA,NA,NA,"60m²",NA,NA,0.941666666666667
"PAI","EMU","2419343","Wilko Matt Emulsion PaintMagnolia 2.5L","Wilko","2.5L","Cream",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","2419356","Wilko Matt Emulsion PaintPastel Green 2.5L","Wilko","2.5L","Green",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","2419359","Wilko Matt Emulsion PaintPeach Blush 2.5L","Wilko","2.5L","Orange",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","2420543","Wilko Matt Emulsion PaintMagnolia 5L","Wilko","5L","Cream",NA,NA,NA,NA,NA,"60m²",NA,NA,0.941666666666667
"PAI","EMU","2425243","Wilko Silk Emulsion PaintMagnolia 2.5L","Wilko","2.5L","Cream",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","2425256","Wilko Silk Emulsion PaintPastel Green 2.5L","Wilko","2.5L","Green",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","2425259","Wilko Silk Emulsion PaintPeach Blush 2.5L","Wilko","2.5L","Orange",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","2426443","Wilko Silk Emulsion PaintMagnolia 5L","Wilko","5L","Cream",NA,NA,NA,NA,NA,"60m²",NA,NA,0.941666666666667
"PAI","EMU","250530","Wilko Matt Emulsion PaintSoft Cream 5L","Wilko","5L","Cream","1",NA,NA,NA,NA,"60m²",NA,NA,1
"PAI","EMU","250532","Wilko Silk Emulsion PaintSoft Cream 5L","Wilko","5L","Cream",NA,NA,NA,NA,NA,"60m²",NA,NA,0.941666666666667
"PAI","EMU","262407","Wilko Durable Matt Emulsion PaintRaspberry Meld 2.5L","Wilko","2.5L","Red",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","262410","Wilko Durable Matt Emulsion PaintPastel Green 2.5L","Wilko","2.5L","Green",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","262414","Wilko Durable Matt Emulsion PaintGrape 2.5L","Wilko","2.5L","Purple",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","262422","Wilko Bathroom Mid Sheen Emulsion PaintPowder Blue 2.5L","Wilko","2.5L","Blue",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","262423","Wilko Bathroom Mid Sheen Emulsion PaintSpa 2.5L","Wilko","2.5L","Green",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","262425","Wilko Emulsion Paint Tester Pot Powder Blue 75ml","Wilko","75ml","Blue",NA,NA,NA,NA,NA,"30cm²",NA,NA,0.941666666666667
"PAI","EMU","262426","Wilko Emulsion Paint Tester Pot Spa 75ml","Wilko","75ml","Green","1",NA,NA,NA,NA,"30cm²",NA,NA,1
"PAI","EMU","262428","Wilko Emulsion Paint Tester Pot Nutmeg Spice 75ml","Wilko","75ml","Brown","1",NA,NA,NA,NA,"30cm²",NA,NA,1
"PAI","EMU","262431","Wilko Emulsion Paint Tester Pot Grape 75ml","Wilko","75ml","Purple",NA,NA,NA,NA,NA,"30cm²",NA,NA,0.941666666666667
"PAI","EMU","262436","Wilko Silk Emulsion PaintNutmeg Spice 2.5L","Wilko","2.5L","Brown",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","262439","Wilko Silk Emulsion PaintGrape 2.5L","Wilko","2.5L","Purple",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","262440","Wilko Matt Emulsion PaintNutmeg Spice 2.5L","Wilko","2.5L","Brown",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","262443","Wilko Matt Emulsion PaintGrape 2.5L","Wilko","2.5L","Purple",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","273566","Wilko Matt Emulsion PaintIvory Tusk 2.5L","Wilko","2.5L","Cream",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","273568","Wilko Matt Emulsion PaintPearl Grey 2.5L","Wilko","2.5L","Grey",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","273569","Wilko Matt Emulsion PaintCandy Cane 2.5L","Wilko","2.5L","Pink",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","273573","Wilko Matt Emulsion PaintDuck Egg 2.5L","Wilko","2.5L","Blue",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","273576","Wilko Silk Emulsion PaintIvory Tusk 2.5L","Wilko","2.5L","Cream",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","273578","Wilko Silk Emulsion PaintPearl Grey 2.5L","Wilko","2.5L","Grey",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","273579","Wilko Silk Emulsion PaintCandy Cane 2.5L","Wilko","2.5L","Pink",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","273583","Wilko Silk Emulsion PaintDuck Egg 2.5L","Wilko","2.5L","Blue",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","273586","Wilko One Coat Matt Emulsion PaintIvory Tusk 2.5L","Wilko","2.5L","Cream","1",NA,NA,NA,NA,"20m²",NA,NA,1
"PAI","EMU","273588","Wilko One Coat Matt Emulsion PaintPearl Grey 2.5L","Wilko","2.5L","Grey",NA,NA,NA,NA,NA,"20m²",NA,NA,0.941666666666667
"PAI","EMU","273593","Wilko One Coat Matt Emulsion PaintDuck Egg 2.5L","Wilko","2.5L","Blue",NA,NA,NA,NA,NA,"20m²",NA,NA,0.941666666666667
"PAI","EMU","273596","Wilko Emulsion Paint Tester Pot Ivory Tusk 75ml","Wilko","75ml","Cream",NA,NA,NA,NA,NA,"30cm²",NA,NA,0.941666666666667
"PAI","EMU","273598","Wilko Emulsion Paint Tester Pot Pearl Grey 75ml","Wilko","75ml","Grey",NA,NA,NA,NA,NA,"30cm²",NA,NA,0.941666666666667
"PAI","EMU","273599","Wilko Emulsion Paint Tester Pot Candy Cane 75ml","Wilko","75ml","Pink","1",NA,NA,NA,NA,"30cm²",NA,NA,1
"PAI","EMU","273603","Wilko Emulsion Paint Tester Pot Duck Egg 75ml","Wilko","75ml","Blue","1",NA,NA,NA,NA,"30cm²",NA,NA,1
"PAI","EMU","273639","Wilko Bathroom Mid Sheen Emulsion PaintPearl Grey 2.5L","Wilko","2.5L","Grey",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","274652","Wilko Durable Matt Emulsion PaintMoody Blue 2.5L","Wilko","2.5L","Blue",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","274653","Wilko Durable Matt Emulsion PaintCandy Cane 2.5L","Wilko","2.5L","Pink","1",NA,NA,NA,NA,"30m²",NA,NA,1
"PAI","EMU","274654","Wilko Durable Matt Emulsion PaintSugar Sweet 2.5L","Wilko","2.5L","Pink",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","274656","Wilko Durable Matt Emulsion PaintHappy Yellow 2.5L","Wilko","2.5L","Yellow",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","274657","Wilko Durable Matt Emulsion PaintMoonlight White 2.5L","Wilko","2.5L","White","1",NA,NA,NA,NA,"30m²",NA,NA,1
"PAI","EMU","274660","Wilko Durable Matt Emulsion PaintIvory Tusk 2.5L","Wilko","2.5L","Cream",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","274672","Wilko Durable Matt Emulsion PaintMidnight Hour 2.5L","Wilko","2.5L","Blue",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","274728","Wilko Emulsion Paint Tester Pot Lime Sorbet 75ml","Wilko","75ml","Green",NA,NA,NA,NA,NA,"30cm²",NA,NA,0.941666666666667
"PAI","EMU","283242","Wilko Matt Emulsion PaintLime Sorbet 2.5L","Wilko","2.5L","Green","1",NA,NA,NA,NA,"30m²",NA,NA,1
"PAI","EMU","283243","Wilko Matt Emulsion PaintNatural Twine 2.5L","Wilko","2.5L","Grey",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","283251","Wilko Silk Emulsion PaintLime Sorbet 2.5L","Wilko","2.5L","Green",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","283252","Wilko Silk Emulsion PaintNatural Twine 2.5L","Wilko","2.5L","Grey",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","283259","Wilko Bathroom Mid Sheen Emulsion PaintSummer Tide 2.5L","Wilko","2.5L","Blue",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","283260","Wilko Matt Emulsion PaintBiscuit Crunch 2.5L","Wilko","2.5L","Brown",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","283264","Wilko Durable Matt Emulsion PaintPearl Grey 2.5L","Wilko","2.5L","Grey",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","283285","Wilko Statement Matt Emulsion PaintFlintstone 1.25L","Wilko","1.25L","Cream",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"PAI","EMU","283286","Wilko Statement Matt Emulsion PaintJava Bean 1.25L","Wilko","1.25L","Brown",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"PAI","EMU","283288","Wilko Statement Matt Emulsion PaintRuby Ring 1.25L","Wilko","1.25L","Red","1",NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"PAI","EMU","283291","Wilko Durable Matt Emulsion PaintBig Apple 2.5L","Wilko","2.5L","Green","1",NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"PAI","EMU","283297","Wilko Durable Matt Emulsion PaintJelly Bean 2.5L","Wilko","2.5L","Orange","1",NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"PAI","EMU","283299","Wilko Durable Matt Emulsion PaintMinted 2.5L","Wilko","2.5L","Green",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"PAI","EMU","283302","Wilko Durable Matt Emulsion PaintPurple Haze 2.5L","Wilko","2.5L","Purple","1",NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"PAI","EMU","283303","Wilko Durable Matt Emulsion PaintSupernova 2.5L","Wilko","2.5L","Black",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"PAI","EMU","283304","Wilko Durable Matt Emulsion PaintTouch of Silver 2.5L","Wilko","2.5L","Silver",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"PAI","EMU","283308","Wilko Emulsion Paint Tester Pot Flintstone 75ml","Wilko","75ml","Cream",NA,NA,NA,NA,NA,"30cm²",NA,NA,0.941666666666667
"PAI","EMU","283311","Wilko Emulsion Paint Tester Pot Ruby Ring 75ml","Wilko","75ml","Red",NA,NA,NA,NA,NA,"30cm²",NA,NA,0.941666666666667
"PAI","EMU","283314","Wilko Emulsion Paint Tester Pot Big Apple 75ml","Wilko","75ml","Green","1",NA,NA,NA,NA,"30cm²",NA,NA,1
"PAI","EMU","283320","Wilko Emulsion Paint Tester Pot Jelly Bean 75ml","Wilko","75ml","Orange",NA,NA,NA,NA,NA,"30cm²",NA,NA,0.941666666666667
"PAI","EMU","283321","Wilko Emulsion Paint Tester Pot Minted 75ml","Wilko","75ml","Green",NA,NA,NA,NA,NA,"30cm²",NA,NA,0.941666666666667
"PAI","EMU","283323","Wilko Emulsion Paint Tester Pot Purple Haze 75ml","Wilko","75ml","Purple","1",NA,NA,NA,NA,"30cm²",NA,NA,1
"PAI","EMU","283324","Wilko Emulsion Paint Tester Pot Supernova 75ml","Wilko","75ml","Black",NA,NA,NA,NA,NA,"30cm²",NA,NA,0.941666666666667
"PAI","EMU","283325","Wilko Emulsion Paint Tester Pot Touch of Silver75ml","Wilko","75ml","Silver",NA,NA,NA,NA,NA,"30cm²",NA,NA,0.941666666666667
"PAI","EMU","283333","Wilko Emulsion Paint Tester Pot Natural Twine 75ml","Wilko","75ml","Grey","1",NA,NA,NA,NA,"30cm²",NA,NA,1
"PAI","EMU","283336","Wilko Emulsion Paint Tester Pot Summer Tide 75ml","Wilko","75ml","Blue",NA,NA,NA,NA,NA,"30cm²",NA,NA,0.941666666666667
"PAI","EMU","287951","Wilko Tester Brush","Wilko","Small","Black","1",NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"PAI","EMU","297371","Wilko Emulsion Paint Tester Pot Bermuda 75ml","Wilko","75ml","Blue",NA,NA,NA,NA,NA,"30cm²",NA,NA,0.941666666666667
"PAI","EMU","297372","Wilko Emulsion Paint Tester Pot Cosy Grey 75ml","Wilko","75ml","Grey","1",NA,NA,NA,NA,"30cm²",NA,NA,1
"PAI","EMU","297373","Wilko Emulsion Paint Tester Pot Deeply Plum 75ml","Wilko","75ml","Purple","1",NA,NA,NA,NA,"30cm²",NA,NA,1
"PAI","EMU","297374","Wilko Emulsion Paint Tester Pot Electric 75ml","Wilko","75ml","Blue","1",NA,NA,NA,NA,"30cm²",NA,NA,1
"PAI","EMU","297375","Wilko Emulsion Paint Tester Pot Frutti 75ml","Wilko","75ml","Orange",NA,NA,NA,NA,NA,"30cm²",NA,NA,0.941666666666667
"PAI","EMU","297376","Wilko Emulsion Paint Tester Pot Tropics 75ml","Wilko","75ml","Green","1",NA,NA,NA,NA,"30cm²",NA,NA,1
"PAI","EMU","297378","Wilko Kitchen Matt Emulsion PaintDuck Egg 2.5L","Wilko","2.5L","Blue",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","297381","Wilko Kitchen Matt Emulsion PaintPearl Grey 2.5L","Wilko","2.5L","Grey","1",NA,NA,NA,NA,"30m²",NA,NA,1
"PAI","EMU","297386","Wilko Durable Matt Emulsion PaintNatural Twine 2.5L","Wilko","2.5L","Grey",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","297392","Wilko One Coat Matt Emulsion PaintNatural Twine 2.5L","Wilko","2.5L","Grey",NA,NA,NA,NA,NA,"20m²",NA,NA,0.941666666666667
"PAI","EMU","297393","Wilko One Coat Matt Emulsion PaintOn Deck 2.5L","Wilko","2.5L","Brown",NA,NA,NA,NA,NA,"20m²",NA,NA,0.941666666666667
"PAI","EMU","297396","Wilko Matt Emulsion PaintCosy Grey 2.5L","Wilko","2.5L","Grey",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","297427","Wilko Matt Emulsion PaintPearl Grey 5L","Wilko","5L","Grey",NA,NA,NA,NA,NA,"60m²",NA,NA,0.941666666666667
"PAI","EMU","297428","Wilko Silk Emulsion PaintPearl Grey 5L","Wilko","5L","Grey",NA,NA,NA,NA,NA,"60m²",NA,NA,0.941666666666667
"PAI","EMU","297431","Wilko Silk Emulsion PaintCosy Grey 2.5L","Wilko","2.5L","Grey",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","297434","Wilko Statement Matt Emulsion PaintDeeply Plum 1.25L","Wilko","1.25L","Purple",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"PAI","EMU","297435","Wilko Durable Matt Emulsion PaintElectric 2.5L","Wilko","2.5L","Blue",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"PAI","EMU","297436","Wilko Durable Matt Emulsion PaintBermuda 2.5L","Wilko","2.5L","Blue",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"PAI","EMU","297437","Wilko Durable Matt Emulsion PaintTropics 2.5L","Wilko","2.5L","Green","1",NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"PAI","EMU","309365","Wilko Bathroom Mid Sheen Emulsion PaintMineral Stone 2.5L","Wilko","2.5L","Green",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","309366","Wilko Kitchen Matt Emulsion PaintTinsel Town 2.5L","Wilko","2.5L","Red",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","309367","Wilko Kitchen Matt Emulsion PaintMineral Stone 2.5L","Wilko","2.5L","Cream","1",NA,NA,NA,NA,"30m²",NA,NA,1
"PAI","EMU","309368","Wilko Durable Matt Emulsion PaintSweetie 2.5L","Wilko","2.5L","Purple",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","309370","Wilko Durable Matt Emulsion PaintTinsel Town 2.5L","Wilko","2.5L","Red",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","309371","Wilko Durable Matt Emulsion PaintMineral Stone 2.5L","Wilko","2.5L","Green",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","309372","Wilko One Coat Matt Emulsion PaintCosy Grey 2.5L","Wilko","2.5L","Grey",NA,NA,NA,NA,NA,"20m²",NA,NA,0.941666666666667
"PAI","EMU","309374","Wilko Durable Matt Emulsion PaintBumble Bee 2.5L","Wilko","2.5L","Yellow",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"PAI","EMU","309375","Wilko Durable Matt Emulsion PaintWizard 2.5L","Wilko","2.5L","Purple","1",NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"PAI","EMU","310634","Wilko Durable Matt Emulsion PaintHot Gossip 2.5L","Wilko","2.5L","Pink","1",NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"PAI","EMU","310635","Wilko Statement Matt Emulsion PaintUrban Jungle 1.25L","Wilko","1.25L","Green",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"PAI","EMU","310636","Wilko Statement Matt Emulsion PaintVamp 1.25L","Wilko","1.25L","Pink","1",NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"PAI","EMU","310640","Wilko Matt Emulsion PaintNeptune 2.5L","Wilko","2.5L","Blue",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","310643","Wilko Matt Emulsion PaintStardust 2.5L","Wilko","2.5L","Cream",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","310644","Wilko Matt Emulsion PaintIvory Tusk 5L","Wilko","5L","Cream",NA,NA,NA,NA,NA,"60m²",NA,NA,0.941666666666667
"PAI","EMU","310647","Wilko Silk Emulsion PaintNeptune 2.5L","Wilko","2.5L","Blue",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","310650","Wilko Silk Emulsion PaintStardust 2.5L","Wilko","2.5L","Cream","1",NA,NA,NA,NA,"30m²",NA,NA,1
"PAI","EMU","310651","Wilko Silk Emulsion PaintIvory Tusk 5L","Wilko","5L","Grey",NA,NA,NA,NA,NA,"60m²",NA,NA,0.941666666666667
"PAI","EMU","310653","Wilko Emulsion Paint Tester Pot Urban Jungle 75ml","Wilko","75ml","Green",NA,NA,NA,NA,NA,"30cm²",NA,NA,0.941666666666667
"PAI","EMU","310654","Wilko Emulsion Paint Tester Pot Limeade 75ml","Wilko","75ml","Green",NA,NA,NA,NA,NA,"30cm²",NA,NA,0.941666666666667
"PAI","EMU","310655","Wilko Emulsion Paint Tester Pot Organic Green 75ml","Wilko","75ml","Green",NA,NA,NA,NA,NA,"30cm²",NA,NA,0.941666666666667
"PAI","EMU","310657","Wilko Emulsion Paint Tester Pot Bumble Bee 75ml","Wilko","75ml","Yellow","1",NA,NA,NA,NA,"30cm²",NA,NA,1
"PAI","EMU","310659","Wilko Emulsion Paint Tester Pot Hot Gossip 75ml","Wilko","75ml","Pink",NA,NA,NA,NA,NA,"30cm²",NA,NA,0.941666666666667
"PAI","EMU","310660","Wilko Emulsion Paint Tester Pot Neptune 75ml","Wilko","75ml","Blue","1",NA,NA,NA,NA,"30cm²",NA,NA,1
"PAI","EMU","310782","Wilko Emulsion Paint Tester Pot Stardust 75ml","Wilko","75ml","Cream","1",NA,NA,NA,NA,"30cm²",NA,NA,1
"PAI","EMU","310783","Wilko Emulsion Paint Tester Pot Sweetie 75ml","Wilko","75ml","Pink","1",NA,NA,NA,NA,"30cm²",NA,NA,1
"PAI","EMU","310784","Wilko Emulsion Paint Tester Pot Wizard 75ml","Wilko","75ml","Purple",NA,NA,NA,NA,NA,"30cm²",NA,NA,0.941666666666667
"PAI","EMU","310785","Wilko Emulsion Paint Tester Pot Mineral Stone 75ml","Wilko","75ml","Green","1",NA,NA,NA,NA,"30cm²",NA,NA,1
"PAI","EMU","333760","Wilko Kitchen Matt Emulsion PaintNatural Twine 2.5L","Wilko","2.5L","Grey",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","333763","Wilko Matt Emulsion PaintSoft Hessian 2.5L","Wilko","2.5L","Cream",NA,NA,NA,NA,NA,"30m²",NA,NA,0.941666666666667
"PAI","EMU","334368","Wilko Durable Matt Emulsion PaintElf 2.5L","Wilko","2.5L","Green",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
