"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","Washable","Capacity","Age","Model Number","DQ Score"
"TOI","HOS","444605","Wilko Opaque Tights with Lycra 60 Denier XL 3pk","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766666666666667
"TOI","HOS","444606","Wilko Opaque Tights with Lycra 80 Denier XL 3pk","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","453254","Wilko Tights Lycra MoisturisingNatural 15Denier Medium 5pk","Wilko",NA,NA,"5",NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","453255","Wilko Tights Lycra Moisturising Finish Natural15D Large 5pk","Wilko",NA,NA,"5",NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","453256","Wilko Tights Lycra Moisturising Finish Natural15D Extra Large 5pk","Wilko",NA,NA,"5",NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","453257","Wilko Tights Lycra Moisturising Finish Black15D Medium 5pk","Wilko",NA,NA,"5",NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","453258","Wilko Matt Appearance Tights Moisturising Finish15 Denier Black 5pk L","Wilko",NA,NA,"5",NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","453259","Wilko Matt Appearance Tights Moisturising Finish15 Denier Black 5pk XL","Wilko",NA,NA,"5",NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","453260","Wilko Matt Appearance Ladder Resist Tights15 Denier Natural 5pk M","Wilko",NA,NA,"5",NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","453261","Wilko Tights Lycra Ladder Resistant Natural15D Large 5pk.","Wilko",NA,NA,"5",NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","453262","Wilko Tights Lycra Ladder Resistant Natural15D Extra Large 5pk","Wilko",NA,NA,"5",NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","453263","Wilko Tights Lycra Ladder Resistant Black15D Medium 5pk","Wilko",NA,NA,"5",NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","453264","Wilko Tights Lycra Ladder Resistant Black15D Large 5pk","Wilko",NA,NA,"5",NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","453265","Wilko Tights Lycra Ladder Resistant Black15D Extra Large 5pk","Wilko",NA,NA,"5",NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","453266","Wilko Knee High Lycra® Moisturising Finish Natural15D 5pk","Wilko",NA,NA,"5",NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","453267","Wilko Knee High Lycra® Moisturising Finish Black15D 5pk","Wilko",NA,NA,"5",NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","453268","Wilko Ankle High Lycra Moisture Finish Natural15D 5pk","Wilko",NA,NA,"5",NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","453269","Wilko Ankle High Lycra Moisturising Finish Black15D 5pk","Wilko",NA,NA,"5",NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","453270","Wilko Tights Bum Tum Thigh Shaper NaturalMedium","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","453271","Wilko Tights Bum Tum Thigh Shaper NaturalLarge","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","453272","Wilko Tights Bum Tum Thigh Shaper NaturalExtra Large","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","453273","Wilko Tights Bum Tum Thigh Shaper BlackMedium","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","453274","Wilko Tights Bum Tum Thigh Shaper BlackLarge","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","453275","Wilko Tights Bum Tum Thigh Shaper BlackExtra Large","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","453370","Wilko Assorted Design Socks 1pk","Wilko",NA,NA,"1","NYLON/ELASTANE LYCRA","No","Hand Wash Only",NA,NA,NA,0.65
"TOI","HOS","453371","Wilko TFF Tights Barely Black15D Extra Large 3pk","Wilko",NA,NA,"3",NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","453372","Wilko TFF Tights Honey 15D Extra Large 3pk","Wilko",NA,NA,"3",NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","453373","Wilko TFF Tights Mink 15D Extra Large 3pk","Wilko",NA,NA,"3",NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","453375","Wilko Taller Fuller Figure Smooth Knit TightsBarely Black XXL 3pk","Wilko",NA,NA,"3",NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","453376","Wilko TFF Tights Honey 15D Extra Extra Large 3pk","Wilko",NA,NA,"3",NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","453377","Wilko TFF Tights Mink 15D Extra Extra Large 3pk","Wilko",NA,NA,"3",NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","51749","Wilko Tights Mink 15 Denier Regular 3pk","Wilko","Regular","Brown","3pk",NA,NA,NA,NA,NA,NA,0.941666666666667
"TOI","HOS","51755","Wilko Tights Barely Black 15 Denier Regular 3pk","Wilko","Regular","Black","3pk",NA,NA,NA,NA,NA,NA,0.941666666666667
"TOI","HOS","81626","Wilko Tights Natural 15 Denier Large 3pk","Wilko","Large","Cream","3pk",NA,NA,NA,NA,NA,NA,0.941666666666667
"TOI","HOS","234112","Right Price Smooth Knit Knee Highs Barely Black One Size 5pk","Wilko Functional","One Size","Black","5pk",NA,NA,NA,NA,NA,NA,0.891666666666667
"TOI","HOS","234113","Right Price Smooth Knit Knee Highs Natural One Size 5pk","Wilko Functional","One Size","Cream","5pk",NA,NA,NA,NA,NA,NA,0.891666666666667
"TOI","HOS","234115","Wilko Functional Smooth Knit Tights NaturalLarge 5pk","Wilko Functional","Large",NA,"5pk",NA,NA,NA,NA,NA,NA,0.883333333333333
"TOI","HOS","234117","Right Price Tights Smooth Knit Natural Regular 5pk","Wilko Functional","Regular",NA,"5pk",NA,NA,NA,NA,NA,NA,0.833333333333333
"TOI","HOS","234119","Right Price Tights Smooth Knit Natural ExtraLarge 5pk","Wilko Functional","Extra Large",NA,"5pk",NA,NA,NA,NA,NA,NA,0.833333333333333
"TOI","MED","238991","4head Headache Relief 3.6g","4 Head","3.6g",NA,NA,NA,NA,NA,NA,NA,NA,0.8625
"TOI","MED","280559","Action Cold Sore Cream 2g","Action",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","146230","Alka-Seltzer Original 20pk","Alka Seltzer",NA,NA,"20pk",NA,"No",NA,NA,"16",NA,0.6
"TOI","MED","144537","Anadin Extra 16pk","Anadin",NA,NA,"16pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","157444","Anadin Ultra Liquid 16pk","Anadin",NA,NA,"16pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","239871","Anadin Paracetamol 16pk","Anadin",NA,NA,"16pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","248738","Anadin Original 16pk","Anadin",NA,NA,"16pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","271119","Anadin Joint Pain Ibuprofen 16pk","Anadin","200mg",NA,"16pk",NA,NA,NA,NA,NA,NA,1
"TOI","MED","304387","Anadin Extra Soluble 12pk","Anadin",NA,NA,"12pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","33464","Andrews Original Salts 150g","Andrews","150g",NA,NA,NA,"No",NA,NA,NA,NA,0.65
"TOI","MED","332826","Anthisan Bite and Sting Relief Cream 20g","Anthisan",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","196023","Anusol Cream 23g","Anusol","23g",NA,NA,NA,"No",NA,NA,"18 Years",NA,0.65
"TOI","MED","351699","Anusol Ointment 25g","Anusol","15g",NA,NA,NA,"No",NA,NA,NA,"7025300",0.65
"TOI","MED","280599","Bachs Rescue Remedy Drops 10ml","Bachs","10ml",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","MED","427608","Bassetts 3-6 Years Multi-Vitamins Strawberry 30pk","Bassetts",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","427609","Bassetts 7-11 Years Multi-Vitamins Raspberry 30pk","Bassetts",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","427611","Bassetts Adult Multi-Vitamins Raspberry andPomegranate 30pk","Bassetts",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","427612","Bassetts 3-6 Years Multi-Vitamins Blackcurrantand Apple 30pk","Bassetts",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","452296","Canesten Thrush Combi","Bayer",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.8625
"TOI","MED","452297","Canestest","Bayer",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.8625
"TOI","MED","452298","Canesbalance","Bayer",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.8625
"TOI","MED","452299","CanesOasis 6pk","Bayer",NA,NA,"6",NA,NA,NA,NA,NA,NA,0.8625
"TOI","MED","452300","Canesfresh Feminine Wipes 10pk","Bayer",NA,NA,"10",NA,NA,NA,NA,NA,NA,0.76
"TOI","MED","452301","Canesfresh Soothing Wash Gel 200ml","Bayer","200ml",NA,"1",NA,NA,NA,NA,NA,NA,0.88
"TOI","MED","454675","Rennie Peppermint 96 Tablets","Bayer",NA,NA,"96",NA,"No",NA,NA,NA,NA,0.6
"TOI","MED","304511","Bazuka Treatment Gel 6g","Bazuka",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","200639","Beechams All in One 160ml","Beechams","160ml",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","MED","209883","Beechams Cold and Flu Hot Lemon and Honey Powders5pk","Beechams",NA,NA,"5pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","223579","Beechams Cold and Flu Blackcurrant Powder 5pk","Beechams",NA,NA,"5pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","423950","Beechams Max Strength All In One 8pk","Beechams",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","423951","Beechams Flu Plus 8pk","Beechams",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","423953","Beechams Max Strength Blackberry 10pk","Beechams",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","423954","Beechams Max Strength Honey and Lemon 10pk","Beechams",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","99192","Beechams Powders 10 Sachets","Beechams",NA,NA,"10pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","447282","Bells Children's Vapour Rub 50g","Bells","50g",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","MED","453063","Benadryl Childrens Allergy Relief 6+Oral Soultion 70ml","Benadryl","75ml",NA,"1",NA,NA,NA,NA,NA,NA,0.95
"TOI","MED","248648","Benylin Cold and Flu Max Strength Capsules 16pk","Benylin",NA,NA,"16pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","284487","Benylin Mucas Cough 150ml","Benylin",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","330072","Benylin Chesty Cough 150ml","Benylin","150ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","352137","Benylin Adult Tickly Cough Non Drowsy 150ml","Benylin","150ml",NA,"12",NA,NA,NA,NA,NA,NA,1
"TOI","MED","273662","Berroca Effervescent Original 15pk","Berocca",NA,NA,"15pk",NA,NA,NA,NA,NA,NA,0.8625
"TOI","MED","305006","Berroca Effervescent Mixed Berries 15pk","Berocca",NA,NA,"15",NA,NA,NA,NA,NA,NA,0.8625
"TOI","MED","82890","Blistex Relief Cream 5g","Blistex","5g",NA,"1",NA,NA,NA,NA,NA,NA,0.95
"TOI","MED","172964","Bonjela Adult Gel, 15g","Bonjela","15g",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","192778","Bonjela Teething Gel 15g","Bonjela","15g",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","MED","423974","Bonjela Invisible Cold Sore Cream 2g","Bonjela","2g",NA,"1pk",NA,NA,NA,NA,NA,NA,1
"TOI","MED","271118","Breathe Right Strips Small Medium","Breathe Right","Small/Medium",NA,"10pk",NA,NA,NA,NA,NA,NA,1
"TOI","MED","406693","Bronchostop Pastilles 10pk","Bronchostop",NA,NA,"10pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","406727","Bronchostop Pastilles 20pk","Bronchostop",NA,NA,"20pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","274497","Enteric Coated Aspirin 75mg","Brunel","75mg",NA,"28pk",NA,NA,NA,NA,NA,NA,0.95
"TOI","MED","236036","Buscopan IBS Relief 20pk","Buscopan",NA,NA,"20pk",NA,"No",NA,NA,"12 Years",NA,0.65
"TOI","MED","296897","Buttercup Cough Sweets 32g","Buttercup","32g",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","296900","Buttercup Cough Syrup 150ml","Buttercup",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","406740","Buttercup Bronchostop Syrup 120ml","Buttercup","120ml",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","MED","236042","Calpol Infant Suspension Strawberry Flavour 2+ Months 100ml","Calpol","100ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","236043","Calpol Sugar Free Infant Strawberry Flavour2+ Months 100ml","Calpol","100ml",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","MED","248643","Calpol Fastmelts Strawberry Flavour 6+ 12pk","Calpol",NA,NA,"12pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","284476","Calpol Sugarfree 6+ 80ml","Calpol",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","351056","Calpol Saline Nasal Drops 10ml","Calpol","10ml",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","MED","293625","Canesten Athletes Foot Dual Action 30g","Canesten",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","274447","Carnation Verruca and Wart Foot Spray 50ml","Carnation","50ml",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","MED","74127","Carnation Corn 5pk","Carnation",NA,NA,"5pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","331802","Centrum Advanced 50+ Multivitamin 30pk","Centrium",NA,NA,"30pk",NA,NA,NA,NA,NA,NA,0.8625
"TOI","MED","331803","Centrum Advanced Multivitamin 30pk","Centrium",NA,NA,"30pk",NA,NA,NA,NA,NA,NA,0.8625
"TOI","MED","332707","Centrum Performance Multivitamin 30pk","Centrium",NA,NA,"30pk",NA,NA,NA,NA,NA,NA,0.8625
"TOI","MED","350174","Centrum For Men 50 Plus 30pk","Centrium",NA,NA,"30",NA,NA,NA,NA,NA,NA,0.8625
"TOI","MED","350175","Centrum For Women 50 Plus 30pk","Centrium",NA,NA,"30",NA,NA,NA,NA,NA,NA,0.8625
"TOI","MED","352072","Centrum Fruity Chew's Multivitamin 30pk","Centrium",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.8625
"TOI","MED","280489","Clearblue Pregnancy Test Digital 1 Test","Clearblue",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","302375","Clearblue Ovulation Digital 10pk","Clearblue",NA,NA,"7pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","342020","Clearblue Pregnancy Test Visual 1pk","Clearblue",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","453070","Colpermin IBS Relief Capsules 20s","Colpermin",NA,NA,"20",NA,"No",NA,NA,"16 Year Plus",NA,0.65
"TOI","MED","284478","Compeed Blister Medium 5pk","Compeed",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","304074","Compeed Corn Plasters Medium 10pk","Compeed",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","453064","Compeed Anti-Blister Stick 8ml","Compeed","8ml",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","MED","413169","Complan Strawberry 4pk","Complan",NA,NA,"4",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","210419","Covonia Expectorant Mentholated Cough Syrup 150ml","Covonia","150ml",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","MED","252576","Covonia Catarrh Relief 100ml","Covonia","100ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","261511","Covonia Dry and Tickly Cough 150ml","Covonia","150ml",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","MED","296894","Covonia Lozenges Original 30g","Covonia",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","445627","Covonia Chesty Cough Syrup Sugar and Alcohol Free150ml","Covonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","MED","445628","Covonia Sugar Free Lozenges 30g","Covonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","MED","280490","Cystocalm Cystitus Relief 6pk","Cystocalm",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","MED","453060","Daktarin Active Spray Powder 100g","Daktarin","100g",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","MED","216513","Deep Freeze Spray 150ml","Deep Freeze","150ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","231497","Deep Freeze Cold Gel 35g","Deep Freeze","35g",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","203264","Deep Heat Spray 150ml","Deep Heat","150ml",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","MED","209823","Deep Heat Heat Rub 35g","Deep Heat","35g",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","260920","Deep Heat Patch 4pk","Deep Heat",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","351926","Deep Heat Rub Max Strength Rub 35g","Deep Heat","35g",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","MED","332827","Dextro Orange 47g","Dextro","47g",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","MED","432701","DioraleZe 6pk","Dioraleze",NA,NA,NA,NA,"No",NA,NA,"Over 12 year olds",NA,0.65
"TOI","MED","330038","Dioralyte Blackcurrant Sachets 6pk","Dioralyte",NA,NA,"6pk",NA,"No",NA,NA,NA,NA,0.65
"TOI","MED","345630","Elastoplast Disney Princess Plasters 16s","Disney",NA,NA,"16pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","350185","Dulcolax 10pk","Dulco-Lax",NA,NA,"10pk",NA,"No",NA,NA,NA,NA,0.6
"TOI","MED","351693","Dulcolax 40pk","Dulco-Lax",NA,NA,"40",NA,"No",NA,"Tabs",NA,NA,0.6
"TOI","MED","265783","Dulcoease 30pk","Dulcoease",NA,NA,"30pk",NA,"No",NA,NA,"12 Years",NA,0.65
"TOI","MED","332937","Durex Play Tingling Lube 60ml","Durex","50ml",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","MED","342573","Durex Vibrations Ring 1pk","Durex",NA,NA,"1pk",NA,NA,NA,NA,NA,NA,0.86
"TOI","MED","430539","Durex Extra Safe 12pk","Durex",NA,NA,"12pk",NA,NA,NA,NA,NA,NA,0.86
"TOI","MED","430540","Durex Thin Feel 12pk","Durex",NA,NA,"12pk",NA,NA,NA,NA,NA,NA,0.86
"TOI","MED","430541","Durex Pleasure Me 12pk","Durex",NA,NA,"12pk",NA,NA,NA,NA,NA,NA,0.86
"TOI","MED","430543","Durex Mutual Climax 12pk","Durex",NA,NA,"12pk",NA,NA,NA,NA,NA,NA,0.86
"TOI","MED","453079","Durex Intense Condom 12s","Durex",NA,NA,"12",NA,NA,NA,NA,NA,NA,0.86
"TOI","MED","453081","Durex Intense Gel","Durex",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","MED","453082","Durex Little Devil","Durex",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","MED","453083","Durex Intense Bullet","Durex",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","MED","317765","Elastoplast Extra Tough Waterproof Plasters 12s","Elastoplast",NA,NA,"12pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","33575","Elastoplast Water Resistant Plasters 20s","Elastoplast",NA,NA,"20pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","33577","Elastoplast Fabric Dressing Lengths 6cm x 10cm","Elastoplast","6cmx10cm",NA,"10pk",NA,NA,NA,NA,NA,NA,1
"TOI","MED","350181","Elastoplast Sensitive Plasters 20s","Elastoplast",NA,NA,"20pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","352115","Elastoplast Fabric Plasters 40s","Elastoplast",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.8625
"TOI","MED","352116","Elastoplast Water Resistant Plasters 40s","Elastoplast",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","352117","Elastoplast Knee & Elbow Fabric Plasters 10s","Elastoplast",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","352118","Elastoplast Disney Family Pack Plasters 40s","Elastoplast",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","443856","Elastoplast Disney Frozen Plasters 16s","Elastoplast",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","MED","443857","Elastoplast Disney Star Wars Plasters 16s","Elastoplast",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","MED","141815","Eurax Cream 30g","Eurax","30g",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","284486","Feminax Express 8pk","Feminax",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","32677","Fishermans Friend Aniseed Flavour Lozenges 25g","Fishermans Friend","25g",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","32679","Fishermans Friend Original Menthol & EucalyptusFlavour Lozenges 25g","Fishermans Friend","25g",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","MED","413416","Fishermans Friend Honey and Lemon 25g","Fishermans Friend","25g",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","223084","Fybogel Hi-Fibre Drink Sachets 10pk","Fybrogel",NA,NA,"10pk",NA,"No",NA,NA,NA,NA,0.6
"TOI","MED","350540","Galpharm Paracetamol Plus 16pk","Galpharm",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","203135","Gaviscon Heartburn and Indigestion Aniseed300ml","Gaviscon","300ml",NA,"1",NA,"No",NA,NA,"6 Years",NA,0.65
"TOI","MED","274222","Gaviscon Double Action Heartburn and Indigestion150ml","Gaviscon","150ml",NA,"1",NA,"No",NA,NA,"12",NA,0.65
"TOI","MED","280363","Gaviscon Double Action Heartburn and Indigestion300ml","Gaviscon","300ml",NA,NA,NA,"No",NA,NA,"12 Years",NA,0.65
"TOI","MED","296543","Gaviscon Heartburn and Indigestion Peppermint300ml","Gaviscon",NA,NA,"1",NA,"No",NA,NA,NA,NA,0.65
"TOI","MED","296544","Gaviscon Heartburn and Indigestion Aniseed 150ml","Gaviscon",NA,NA,"1",NA,"No",NA,NA,NA,NA,0.65
"TOI","MED","342568","Gaviscon Double Action Liquid 12pk","Gaviscon",NA,NA,"12pk",NA,"No",NA,NA,NA,NA,0.65
"TOI","MED","453075","Gaviscon Double Action 12s","Gaviscon",NA,NA,"12",NA,"No",NA,NA,NA,NA,0.6
"TOI","MED","453084","Gaviscon Tablets Peppermint 24s","Gaviscon",NA,NA,"24",NA,"No",NA,NA,NA,NA,0.6
"TOI","MED","453085","Gaviscon Tablets Peppermint 48s","Gaviscon",NA,NA,"48",NA,"No",NA,NA,NA,NA,0.6
"TOI","MED","453086","Gaviscon Strawberry Tablets 24s","Gaviscon",NA,NA,"24",NA,"No",NA,NA,NA,NA,0.6
"TOI","MED","453088","Gaviscon Double Action 24s","Gaviscon",NA,NA,"48",NA,"No",NA,NA,NA,NA,0.6
"TOI","MED","453089","Gaviscon Double Action 48s","Gaviscon",NA,NA,"24",NA,"No",NA,NA,NA,NA,0.6
"TOI","MED","453227","Gaviscon Tablets Strawberry 48s","Gaviscon",NA,NA,"2",NA,"No",NA,NA,NA,NA,0.6
"TOI","MED","100128","Germolene Antiseptic Cream 30g","Germolene","30g",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","293251","Germoloids Triple Action 25g","Germoloids",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","117039","Halls Soothers Blackcurrant 45g","Halls","45g",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","MED","281067","Halls Mentholyptus Cherry Sugar Free 32g","Halls",NA,NA,"9pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","58239","Halls Mentholyptus Extra Strong 33.5g","Halls","33.5g",NA,"9pk",NA,NA,NA,NA,NA,NA,1
"TOI","MED","242977","Healthpoint The Little Blue Pill 10pk","Healthpoint",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","MED","274453","Healthpoint Witch Hazel 200ml","Healthpoint","200ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","446305","Clear & Simple Mid Preg Test Twin Pack","Healthpoint",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.775
"TOI","MED","274164","Hedrin Head Lice Spray Gel 60ml","Hedrin","100ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","346183","Hedrin Protect And Go 120ml","Hedrin","120ml",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","MED","73957","Hermesetas Original 300pk","Hermesetas","4.5g",NA,"300pk",NA,NA,NA,NA,NA,NA,1
"TOI","MED","238937","Mentholatum Ibuprofen Gel 50g","Ibuprofen","50g",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","172920","Imodium Original 2mg 6pk","Imodium",NA,NA,"6pk",NA,"No",NA,NA,"12",NA,0.65
"TOI","MED","196323","Imodium Instants 6pk","Imodium",NA,NA,"6pk",NA,"No",NA,NA,"12 Years",NA,0.65
"TOI","MED","332801","Imodium Plus Comfort 6pk","Imodium",NA,NA,"6pk",NA,"No",NA,NA,NA,NA,0.65
"TOI","MED","239582","Jakemans Throat and Chest Sweets 100g","Jakemans","100g",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","239583","Jakemans Honey and Lemon Menthol 100g","Jakemans","100g",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","MED","407594","Jakemans Peppermint Menthol 100g","Jakemans","100g",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","MED","33548","KY Lubricating Jelly 50ml","K-Y Jelly","42g",NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","MED","249062","Kalms 200pk","Kalms",NA,NA,"200pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","148274","Lanacane Anaesthetic Itching Cream 30g","Lanacane","30g",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","169600","Lemsip Max Cold and Flu Lemon 10pk","Lemsip",NA,NA,"10pk",NA,NA,NA,NA,NA,NA,0.9125
