"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","Power","Capacity","Model Number","DQ Score"
"HOU","MOP","72831","Vileda Magic Mop 3 Action Red/Grey","Vileda",NA,"Multi","1",NA,NA,NA,NA,NA,0.883333333333333
"HOU","MOP","72832","Vileda Magic Mop Refill","Vileda",NA,"Multi","1",NA,NA,NA,NA,NA,0.883333333333333
"HOU","MOP","137542","Wilko Bucket General Purpose Black Large 14.5L","Wilko","14.5L","Black","1",NA,NA,NA,NA,NA,0.941666666666667
"HOU","MOP","189819","Wilko Window Wiper Blue 23cm","Wilko","23cm",NA,NA,NA,NA,NA,NA,NA,0.9125
"HOU","MOP","267250","Wilko Soft Grip Scrubbing Brush","Wilko","Small","Multi","1",NA,NA,NA,NA,NA,0.941666666666667
"HOU","MOP","267274","Wilko Telescopic Window Cleaning Set  5 Piece","Wilko","1.2m",NA,"5pcs",NA,NA,NA,NA,NA,1
"HOU","MOP","300115","Wilko Socket Mop Head Large","Wilko","Large","White","1","Mixed Fibre",NA,NA,NA,NA,1
"HOU","MOP","300346","Wilko Cleaning Caddy","Wilko","Large",NA,"1",NA,NA,NA,NA,NA,0.883333333333333
"HOU","MOP","303367","Wilko Mop Bucket Silver 10L","Wilko","10L","Silver","1",NA,NA,NA,NA,NA,0.941666666666667
"HOU","MOP","328331","Wilko Telescopic Chenille Duster Chenille 1.2m","Wilko",NA,"Multi","1","Microfibre, PP, Steel. TPR",NA,NA,NA,NA,0.941666666666667
"HOU","MOP","351253","Wilko Long Handled Duster Micro Fibre 1.5m","Wilko",NA,"Multi","1","Microfibre, PP, Steel. TPR",NA,NA,NA,NA,0.941666666666667
"HOU","MOP","437317","Wilko Handle 1.2m","Wilko",NA,NA,"1","Plastic Coated Steel, TPR",NA,NA,NA,NA,0.883333333333333
"HOU","MOP","437318","Wilko Mop Bucket with Wringer 11L","Wilko",NA,NA,"1","PPN",NA,NA,NA,NA,0.883333333333333
"HOU","MOP","437319","Wilko Rubber Broom 1.2m","Wilko",NA,NA,"1","TPR, PP, Steel",NA,NA,NA,NA,0.883333333333333
"HOU","MOP","437322","Wilko Premium Long Handled Dustpan And Brush Set75cm","Wilko",NA,NA,"1","PPN, TPR, PET",NA,NA,NA,NA,0.883333333333333
"HOU","MOP","437324","Wilko Dustpan and Brush Set","Wilko",NA,NA,"1","PPN, TPR, PET",NA,NA,NA,NA,0.883333333333333
"HOU","MOP","437325","Wilko Window and Shower Squeegee","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,0.9125
"HOU","MOP","437326","Wilko Soft Indoor Broom with Handle 1.2m","Wilko",NA,"White","1","PPN, TPR, PET",NA,NA,NA,NA,0.941666666666667
"HOU","MOP","437328","Wilko Electrostatic Mop Refill 28pk","Wilko",NA,NA,"28","Polyester",NA,NA,NA,NA,0.883333333333333
"HOU","MOP","437329","Wilko Electrostatic Mop 1.2m","Wilko",NA,NA,"1","PP,EVA,Silicone,Plastic Coated Steel,Polyester",NA,NA,NA,NA,0.883333333333333
"HOU","MOP","437330","Wilko Floor Mop 2 in1 Double Sided 1.2m","Wilko",NA,NA,"1","PP, Plastic, Coated Steel, Microfibre",NA,NA,NA,NA,0.883333333333333
"HOU","MOP","437331","Wilko Microfibre Fluffy Mop Refill","Wilko",NA,NA,"1","Microfibre",NA,NA,NA,NA,0.883333333333333
"HOU","MOP","437332","Wilko Microfibre Floor Mop Refill","Wilko",NA,NA,"1","Microfibre",NA,NA,NA,NA,0.883333333333333
"HOU","MOP","437334","Wilko Sponge Mop Complete with Handle 1.2m","Wilko",NA,NA,"1","PP, Hydrophilic Sponge, Viscose, Steel, PP","No",NA,NA,"WI/MOP.07/F4/MT",0.65
"HOU","MOP","437335","Wilko Sponge Mop Refill","Wilko",NA,NA,"1","Hydrophilic Sponge, PP",NA,NA,NA,NA,0.883333333333333
"HOU","MOP","437336","Wilko Strip Mop Complete with Handle 1.2m","Wilko",NA,NA,"1","Viscose, Plastic Coated Steel, PP",NA,NA,NA,NA,0.883333333333333
"HOU","MOP","437338","Wilko Strip Mop Refill Viscose Spots","Wilko",NA,NA,"1","Viscose, PP",NA,NA,NA,NA,0.883333333333333
"HOU","MOP","437339","Wilko Strip Mop Refill Microfibre","Wilko",NA,NA,"1","Microfibre, PP",NA,NA,NA,NA,0.883333333333333
"HOU","MOP","454128","Wilko Metal Replacement Broom Handle","Wilko",NA,NA,"1","plastic coated steel",NA,NA,NA,NA,0.883333333333333
"HOU","MOP","454129","Wilko Replacement Wooden Handle","Wilko",NA,NA,"1","Pine",NA,NA,NA,NA,0.883333333333333
"HOU","MOP","454130","Wilko Heavy Duty Wooden Handle","Wilko",NA,NA,"1","Pine",NA,NA,NA,NA,0.883333333333333
"HOU","MOP","454131","Wilko Mop and Broom Holder","Wilko",NA,NA,"1","PP",NA,NA,NA,NA,0.825
"HOU","MOP","454132","Wilko Wooden Brush Head with Stiff PVC Bristles279mm","Wilko",NA,NA,"1","Rubberwood, PVC, PP",NA,NA,NA,NA,0.883333333333333
"HOU","MOP","454134","Wilko Wooden Brush Head with StiffBassine Bristles 279mm","Wilko",NA,NA,"1","Rubberwood, Bassine, PP",NA,NA,NA,NA,0.883333333333333
"HOU","MOP","454135","Wilko Wooden Brush Head Heavy Duty with Caneand Bassine Bristles 279mm","Wilko",NA,NA,"1","Rubberwood, Bassine, PP",NA,NA,NA,NA,0.883333333333333
"HOU","MOP","454136","Wilko Wooden Brush Head with Stiff PVC Bristles330cm","Wilko",NA,NA,"1","Rubberwood, PVC, PP",NA,NA,NA,NA,0.883333333333333
"HOU","MOP","454137","Wilko Wooden Deck Scrub Broom Head with Stiff PVCBristles 228mm","Wilko",NA,NA,"1","Rubberwood, Bassine, PP",NA,NA,NA,NA,0.883333333333333
"HOU","MOP","454138","Wilko Window Brush Head Soft Bristles","Wilko",NA,NA,"1","Rubberwood, Coco, PP",NA,NA,NA,NA,0.883333333333333
"HOU","MOP","454139","Wilko Shovel Pan and Handbrush Heavy Duty","Wilko",NA,NA,"1","PP, TPR, Rubberwood, Bassine",NA,NA,NA,NA,0.883333333333333
"HOU","MOP","454140","Wilko Utility Broom Heavy Duty","Wilko",NA,NA,"1","Rubberwood, PVC, Steel, PP, Mild Steel",NA,NA,NA,NA,0.883333333333333
"HOU","MOP","454141","Wilko Bulldozer Broom Heavy Duty","Wilko",NA,NA,"1","PP, TPR, Steel, PVC",NA,NA,NA,NA,0.883333333333333
"HOU","MOP","454142","Wilko Stiff Bassine Wooden Handbrush","Wilko",NA,NA,"1","Rubberwood, Bassine",NA,NA,NA,NA,0.883333333333333
"HOU","MOP","454143","Wilko Stiff Scrubbing Brush","Wilko",NA,"Brown","1","Rubberwood, Bassine",NA,NA,NA,NA,0.941666666666667
"HOU","MOP","454147","Wilko Dustpan and Brush Set White","Wilko",NA,NA,"1","Plastic",NA,NA,NA,NA,0.883333333333333
"HOU","MOP","454148","Wilko Dustpan and Brush Set Teal","Wilko",NA,NA,"1","Plastic",NA,NA,NA,NA,0.883333333333333
"HOU","MOP","454149","Wilko String Mop with Handle White","Wilko",NA,NA,"1","Plastic coated steel",NA,NA,NA,NA,0.883333333333333
"HOU","MOP","454150","Wilko String Mop with Handle Teal","Wilko",NA,NA,"1","Plastic Coated Steel, PP",NA,NA,NA,NA,0.883333333333333
"HOU","MOP","454151","Wilko String Mop Refill","Wilko",NA,NA,"1","Plastic",NA,NA,NA,NA,0.883333333333333
"HOU","MOP","454152","Wilko Viscose Mop with Handle White","Wilko",NA,NA,"1","Viscose, Plastic coated Steel, Polypropylene",NA,NA,NA,NA,0.883333333333333
"HOU","MOP","454153","Wilko Viscose Mop with Handle Teal","Wilko",NA,NA,"1","Viscose, Plastic coated Steel, Polypropylene",NA,NA,NA,NA,0.883333333333333
"HOU","MOP","454154","Wilko Viscose Mop Refill","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,0.825
"HOU","MOP","454155","Wilko Mop Bucket with Wringer White","Wilko",NA,NA,"1","Polypropylene",NA,NA,NA,NA,0.883333333333333
"HOU","MOP","454156","Wilko Mop Bucket with Wringer Teal","Wilko",NA,NA,"1","Polypropylene",NA,NA,NA,NA,0.883333333333333
"HOU","MOP","454157","Wilko Soft Indoor Broom with Handle White","Wilko",NA,NA,"1","Plastic",NA,NA,NA,NA,0.883333333333333
"HOU","MOP","454158","Wilko Soft Indoor Broom with Handle Teal","Wilko",NA,NA,"1","Polypropylene, Hydrophilic Sponge, Steel",NA,NA,NA,NA,0.883333333333333
"HOU","MOP","454159","Wilko Sponge Mop with Handle White","Wilko",NA,NA,"1","Polypropylene, Hydrophilic Sponge, Steel",NA,NA,NA,NA,0.883333333333333
"HOU","MOP","454160","Wilko Sponge Mop with Handle Teal","Wilko",NA,NA,NA,"Polypropylene, Hydrophilic Sponge, Steel",NA,NA,NA,NA,0.825
"HOU","MOP","454161","Wilko Sponge Mop Refill","Wilko",NA,NA,"1","Polypropylene, Hydrophilic Sponge",NA,NA,NA,NA,0.883333333333333
"HOU","MOP","456348","Wilko Water Fed Window Cleaner","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,0.9125
"HOU","MOP","456349","Wilko Handheld Window Cleaner with Bottle","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,0.9125
"HOU","MOP","456351","Wilko Microfibre Window Cleaning Sponge","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,0.9125
"HOU","MOP","456352","Wilko Window Wiper with Cleaning Cloth","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,0.9125
"HOU","MOP","456353","Wilko Window Wiper 355mm","Wilko","355mm",NA,"1",NA,NA,NA,NA,NA,1
"HOU","MOP","65818","Wilko Galvanised Mop Bucket Silver","Wilko","13L","Silver","1",NA,NA,NA,NA,NA,0.941666666666667
"HOU","MOP","66135","Wilko Traditional Sink Plunger Large","Wilko","Large","Multi","1",NA,NA,NA,NA,NA,0.941666666666667
"HOU","MOP","98352","Wilko Plunger Hand Grip Sink Black/White","Wilko","Small","Multi","1",NA,NA,NA,NA,NA,0.941666666666667
"HOU","MOP","191511","Wilko Tough Scrubbing Brush Assorted","Wilko Functional","Small","Multi","1",NA,NA,NA,NA,NA,0.891666666666667
"HOU","PEG","132982","Wilko 20 Peg Airer","Wilko",NA,"Multi","20pcs",NA,NA,NA,NA,NA,0.93
"HOU","PEG","226662","Wilko Retractable Clothes Line 12m","Wilko","12m","White","1",NA,NA,NA,NA,NA,1
"HOU","PEG","267261","Wilko Shower Resistant Peg Bag 38 x 28cm","Wilko","38cmx28cm","Multi","1pcs",NA,NA,NA,NA,NA,1
"HOU","PEG","300155","Wilko Steel Clothes Line 20m","Wilko","20m","Silver","1",NA,NA,NA,NA,NA,1
"HOU","PEG","300156","Wilko Retractable Clothes Line Heavy Duty 15m","Wilko","15m","Green","1",NA,NA,NA,NA,NA,1
"HOU","PEG","300158","Wilko Soft Grip Pegs Large 24pk","Wilko","Large","Multi","24pk",NA,NA,NA,NA,NA,1
"HOU","PEG","300160","Wilko Heavy Duty Pegs Multicoloured 36pk","Wilko","Heavy Duty","Multi","36pk",NA,NA,NA,NA,NA,1
"HOU","PEG","300163","Wilko Peg Basket with Soft Grip Pegs 50pk","Wilko",NA,"Multi","50pk",NA,NA,NA,NA,NA,0.93
"HOU","PEG","327972","Wilko Snapper Pegs Multicoloured 36pk","Wilko",NA,"Multi","36pk",NA,NA,NA,NA,NA,0.93
"HOU","PEG","327979","Wilko Peg Bag","Wilko",NA,"Multi","1pcs",NA,NA,NA,NA,NA,0.93
"HOU","PEG","328210","Wilko Lingerie Washing Bag White","Wilko",NA,"White","1",NA,NA,NA,NA,NA,0.93
"HOU","PEG","328211","Wilko Delicates Washing Bag White","Wilko",NA,"Black","1",NA,NA,NA,NA,NA,0.93
"HOU","PEG","454057","Wilko Premium Pegs 20 Pack","Wilko",NA,NA,"20 Pack","Polypropylene. Therrmoplastic Rubber","No",NA,NA,NA,0.65
"HOU","PEG","328212","Wilko Functional Wooden Peg 36pk","Wilko Functional",NA,"Cream","36pk",NA,NA,NA,NA,NA,0.93
"HOU","SCO","65682","Brillo Mr Muscle Multi-Use Soap Pads 10pk","Brillo",NA,"Silver","10pk",NA,NA,NA,NA,NA,0.93
"HOU","SCO","300101","Dishmatic Dish Sponge Refill Non Scratch 2pk","Dish Matic",NA,"Multi","1",NA,NA,NA,NA,NA,0.88
"HOU","SCO","300102","Dishmatic Dish Scourer Fill and Clean","Dish Matic",NA,"Multi","1",NA,NA,NA,NA,NA,0.88
"HOU","SCO","300103","Dishmatic Dish Sponge Heavy Duty Refill 2pk","Dish Matic","Heavy Duty","Multi",NA,NA,NA,NA,NA,NA,0.88
"HOU","SCO","328266","Dishmatic Fill and Clean Washing Up Brush","Dish Matic",NA,"Multi","1",NA,NA,NA,NA,NA,0.88
"HOU","SCO","427442","Fairy Cleaning Sponge 3in1 Green","Fairy",NA,NA,"2 Pack",NA,NA,NA,NA,NA,0.86
"HOU","SCO","427443","Fairy Cleaning Sponge 3in1 Blue","Fairy",NA,NA,"2 Pack",NA,NA,NA,NA,NA,0.86
"HOU","SCO","427444","Fairy Inox Scourer Ball 3pk","Fairy",NA,NA,NA,NA,NA,NA,NA,NA,0.79
"HOU","SCO","436453","Fairy Platinum Sponge 2pk","Fairy",NA,"Silver","2",NA,NA,NA,NA,NA,0.93
"HOU","SCO","436454","Fairy Multi-Purpose Microfibre Cloth","Fairy",NA,"Green","1",NA,NA,NA,NA,NA,0.93
"HOU","SCO","436455","Fairy Sponge Cloths 3pk","Fairy",NA,"Multi","3",NA,NA,NA,NA,NA,0.93
"HOU","SCO","453871","Fairy Hygienic Scourer Original 2pk","Fairy",NA,NA,"2 Pack",NA,NA,NA,NA,NA,0.86
"HOU","SCO","453872","Fairy Hygienic Scourer Platinum 2pk","Fairy",NA,NA,"2 Pack",NA,NA,NA,NA,NA,0.86
"HOU","SCO","453873","Fairy Hygienic Scourer Delicate 2pk","Fairy",NA,NA,"2",NA,NA,NA,NA,NA,0.86
"HOU","SCO","453874","Fairy Multi Purpose Scourer 4pk","Fairy",NA,NA,"4",NA,NA,NA,NA,NA,0.86
"HOU","SCO","453875","Fairy Scouring Pad Platinum 3pk","Fairy",NA,NA,"3",NA,NA,NA,NA,NA,0.86
"HOU","SCO","453876","Fairy Wiping Pad 3pk","Fairy",NA,NA,"3",NA,NA,NA,NA,NA,0.86
"HOU","SCO","229175","Marigold Extra Life Kitchen Gloves Large","Marigold","Large","Yellow","2pcs",NA,NA,NA,NA,NA,1
"HOU","SCO","229176","Marigold Extra Life Kitchen Gloves Medium","Marigold","Medium","Yellow","2pcs",NA,NA,NA,NA,NA,1
"HOU","SCO","229178","Marigold Longer Bathroom Gloves Medium","Marigold","Medium","Yellow","2pcs",NA,NA,NA,NA,NA,1
"HOU","SCO","351848","Marigold Extra Life Kitchen Glove Small","Marigold","Small","Yellow","1",NA,NA,NA,NA,NA,1
"HOU","SCO","351849","Marigold Sensitive Gloves Medium","Marigold",NA,"Multi","1",NA,NA,NA,NA,NA,0.93
"HOU","SCO","417429","Marigold Extra Tough Outdoor Gloves Large","Marigold",NA,"Black","1",NA,NA,NA,NA,NA,0.93
"HOU","SCO","432735","Marigold Wash and Wipe Dish Cloth 2pk","Marigold","36 x 36cm","White","2",NA,NA,NA,NA,NA,1
"HOU","SCO","432736","Marigold Wiper Upper 2pk","Marigold","34 x 34cm","Yellow","2",NA,NA,NA,NA,NA,1
"HOU","SCO","432737","Marigold Squeaky Clean","Marigold","29 x 29cm","Purple","1",NA,NA,NA,NA,NA,1
"HOU","SCO","432738","Marigold Let It Shine Microfibre Cloths 4pk","Marigold","30 x 30cm","Multi","4",NA,NA,NA,NA,NA,1
"HOU","SCO","432739","Marigold Oops Away All Purpose Cloths 6pk","Marigold","35 x 45cm","Pink","6",NA,NA,NA,NA,NA,1
"HOU","SCO","432741","Marigold No More Elbow Grease Stainless Steel Pad","Marigold",NA,"Grey","1",NA,NA,NA,NA,NA,0.93
"HOU","SCO","432742","Marigold Scrunchie 3pk","Marigold","6.5 x 2 x 6.5cm","Grey","3",NA,NA,NA,NA,NA,1
"HOU","SCO","432743","Marigold Clean and Gleam 2pk","Marigold","6.8 x 4.3 x 9cm","Green","2",NA,NA,NA,NA,NA,1
"HOU","SCO","432745","Marigold Cleaning Me Softly 2pk","Marigold","11 x 6 x 2.3cm","Green","2",NA,NA,NA,NA,NA,1
"HOU","SCO","283974","No More Chemicals Window Cloth","No More Chemicals",NA,"Yellow","1",NA,NA,NA,NA,NA,0.93
"HOU","SCO","283975","No More Chemicals Bathroom Cloth Blue","No More Chemicals",NA,"Blue","1pcs",NA,NA,NA,NA,NA,0.93
"HOU","SCO","448579","Protector Household Gloves Medium","Protector","Medium","Yellow","1",NA,NA,NA,NA,NA,1
"HOU","SCO","417431","Marigold Latex Free Disposable Gloves 40pk","Vileda",NA,NA,NA,NA,NA,NA,NA,NA,0.74
"HOU","SCO","1173440","Wilko Bottle Brush","Wilko",NA,"Multi",NA,NA,NA,NA,NA,NA,0.86
"HOU","SCO","132470","Wilko Dish Cloth Roll 8pk","Wilko","30cmx25cm","White","8pk",NA,NA,NA,NA,NA,1
"HOU","SCO","1348340","Wilko All Purpose Cloths 60 x 33cm 10pk","Wilko","60cmx33cm","Multi","10pk",NA,NA,NA,NA,NA,1
"HOU","SCO","157418","Wilko Chamois Cloth Synthetic 40 x 36cm","Wilko","40x36cm","Yellow","1",NA,NA,NA,NA,NA,1
"HOU","SCO","157429","Wilko Dish Cloths Roll Large 4pk","Wilko","Extra Large","Multi","4pk",NA,NA,NA,NA,NA,1
"HOU","SCO","157430","Wilko Yellow Dusters Large 4pk","Wilko","50x40cm","Yellow","4pk","Mixed Fibre",NA,NA,NA,NA,1
"HOU","SCO","157517","Wilko Bathroom Cleaning Sponge 2pk","Wilko",NA,"Multi","2pk",NA,NA,NA,NA,NA,0.93
"HOU","SCO","178481","Wilko All Purpose Cloths 30pk","Wilko","60x30cm","Multi","30pk",NA,NA,NA,NA,NA,1
"HOU","SCO","178483","Wilko Stainless Steel Scourers 6pk","Wilko",NA,"Metal","6pk",NA,NA,NA,NA,NA,0.93
"HOU","SCO","178485","Wilko Sponge Scourers Assorted 20pk","Wilko",NA,"Multi","20pk",NA,NA,NA,NA,NA,0.93
"HOU","SCO","178490","Wilko Cellulose Sponge Cloth 4pk","Wilko",NA,"Multi","4pk",NA,NA,NA,NA,NA,0.93
"HOU","SCO","178493","Wilko All Purpose Silver Scourers 3pk","Wilko","26x13cm","Silver","3pk",NA,NA,NA,NA,NA,1
"HOU","SCO","204899","Wilko Microfibre Cloths 3pk","Wilko","16x20cm","Multi","3pk",NA,NA,NA,NA,NA,1
"HOU","SCO","229174","Wilko Antibacterial All Purpose Cloths 10pk","Wilko","60x33cm","Multi","10pk",NA,NA,NA,NA,NA,1
"HOU","SCO","269768","Wilko Antibacterial Washing Pad 4pk","Wilko",NA,"Multi","4pk",NA,NA,NA,NA,NA,0.93
"HOU","SCO","269779","Wilko SuperKnit Dish Cloths 6pk","Wilko","35x30cm",NA,"6pk",NA,NA,NA,NA,NA,0.93
"HOU","SCO","269791","Wilko Plastic Pan Scourers Multi Coloured 6pk","Wilko",NA,"Multi","6pk",NA,NA,NA,NA,NA,0.93
"HOU","SCO","269792","Wilko Cellulose Sponge Wipes Assorted 4pk","Wilko",NA,"Multi","4pk",NA,NA,NA,NA,NA,0.93
"HOU","SCO","269796","Wilko Absorbent Multi Purpose Cloths MultiColoured 10pk","Wilko","38x30cm","Multi","10pk",NA,NA,NA,NA,NA,1
"HOU","SCO","300096","Wilko Pearl Scourers Assorted 2pk","Wilko","12cmx9cm","Yellow","2pk",NA,NA,NA,NA,NA,1
"HOU","SCO","300122","Wilko Blind Cleaner and Refills Black and Grey","Wilko",NA,"Purple",NA,"Polyester, Polyamide",NA,NA,NA,NA,0.883333333333333
"HOU","SCO","300123","Wilko Microfibre Duster with Handle","Wilko",NA,"Multi","1","Polyester",NA,NA,NA,NA,0.941666666666667
"HOU","SCO","300124","Wilko Telescopic Duster White","Wilko",NA,"White","1","Polyester",NA,NA,NA,NA,0.941666666666667
"HOU","SCO","300125","Wilko Telescopic Duster Refill White 4pk","Wilko",NA,"White","4pk","Polyester",NA,NA,NA,NA,0.941666666666667
"HOU","SCO","300127","Wilko Microfibre Cloths Glass Clean System 2pk","Wilko","35x35cm",NA,"2pk",NA,NA,NA,NA,NA,1
"HOU","SCO","328243","Wilko Extra Wear Rubber Gloves Medium Yellow","Wilko","Medium",NA,"1",NA,NA,NA,NA,NA,0.93
"HOU","SCO","328244","Wilko  Extra Wear Rubber Gloves Large Yellow","Wilko","Large","Yellow","1",NA,NA,NA,NA,NA,1
"HOU","SCO","328263","Wilko Microfibre Cloth Pink and White","Wilko","40cmx40cm","Multi","1",NA,NA,NA,NA,NA,1
"HOU","SCO","328272","Wilko Glass Cleaning Microfibre Cloth Blue 60 x80cm","Wilko","60cmx80cm","Blue","1",NA,NA,NA,NA,NA,1
"HOU","SCO","328279","Wilko Ribbed Dish Cloths 35 x 26cm 4pk","Wilko","35cmx26cm","Multi","4pk",NA,NA,NA,NA,NA,1
"HOU","SCO","328280","Wilko Microfibre Dish Cloths 30 x 30cm 3pk","Wilko","30cmx30cm","Multi","3pk",NA,NA,NA,NA,NA,1
"HOU","SCO","351286","Wilko Feather Duster","Wilko",NA,"Purple","1",NA,NA,NA,NA,NA,0.883333333333333
"HOU","SCO","351287","Wilko Hand Grip Sponge Scourers 10pk","Wilko",NA,"Green","10pk",NA,NA,NA,NA,NA,0.93
"HOU","SCO","351288","Wilko Hand Grip Non Scratch Scourers 10pk","Wilko",NA,"Multi","10pk",NA,NA,NA,NA,NA,0.93
"HOU","SCO","351290","Wilko Scouring Pads 6pk","Wilko",NA,"Green","6pk",NA,NA,NA,NA,NA,0.93
"HOU","SCO","351858","Wilko Dish Brush Caddy","Wilko",NA,"White","1",NA,NA,NA,NA,NA,0.93
"HOU","SCO","417127","Wilko Striped Microfibre Cloths 2pk","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,0.79
"HOU","SCO","454080","Wilko Latex Free Vinyl Disposable Gloves 30pk","Wilko",NA,NA,"30",NA,NA,NA,NA,NA,0.86
"HOU","SCO","454081","Wilko Natural Rubber Latex Disposable Gloves 30pk","Wilko",NA,NA,"30",NA,NA,NA,NA,NA,0.86
"HOU","SCO","78077","Wilko Sponge Scourers Assorted 6pk","Wilko",NA,"Multi","6pk",NA,NA,NA,NA,NA,0.93
"HOU","SCO","82974","Wilko Heavy Duty Rubber Gloves Medium","Wilko","Medium","Yellow","1",NA,NA,NA,NA,NA,1
"HOU","SCO","82975","Wilko Heavy Duty rubber Gloves Large","Wilko","Large","Yellow","1",NA,NA,NA,NA,NA,1
"HOU","SCO","87681","Wilko Gloves Washing Up Latex Rubber Pink/Yellow Small","Wilko","Small","Yellow",NA,NA,NA,NA,NA,NA,0.93
"HOU","SCO","87682","Wilko Gloves Washing Up Rubber Medium","Wilko","Medium","Yellow",NA,NA,NA,NA,NA,NA,0.93
"HOU","SCO","87683","Wilko Wash Up Rubber Gloves Large","Wilko","Large","Yellow",NA,NA,NA,NA,NA,NA,0.93
"HOU","SCO","1174340","Wilko Functional Dish Brush","Wilko Functional",NA,"Multi","1",NA,NA,NA,NA,NA,0.93
"HOU","SCO","269238","Wilko Functional Rubber Gloves One Size 2pk","Wilko Functional","Medium","Multi","2pk",NA,NA,NA,NA,NA,1
"HOU","SPC","420159","Vileda Hot Spray Mop 100 Degrees","Vileda","Vileda Hot Spray 1290mm (H) x 350mm (W) x 260mm (D",NA,"1","Plastic",NA,NA,NA,NA,0.941666666666667
"HOU","SPC","420160","Vileda 100 Degrees Hot Spray Refills","Vileda","Vileda Hot Spray Refill 4mm (H) x 320mm (W) x 235m",NA,"2","Microfibre",NA,NA,NA,NA,0.941666666666667
"HOU","SPC","425196","Vileda Windowmatic Window Vacuum","Vileda",NA,NA,"1",NA,NA,NA,NA,NA,0.9125
"HOU","SPC","351863","Wilko 3 Tier Airer Red","Wilko",NA,"Red","1",NA,NA,NA,NA,NA,0.93
"HOU","SPC","351864","Wilko 3 Tier Airer Teal","Wilko",NA,"Green","1",NA,NA,NA,NA,NA,0.93
"HOU","SPC","351865","Wilko 3 Tier Airer Purple","Wilko",NA,"Purple","1",NA,NA,NA,NA,NA,0.93
"HOU","SWE","436780","Addis Multi Surface Sweeper","Addis",NA,NA,"1",NA,NA,NA,NA,NA,0.825
"HOU","SWE","429071","Black and Decker Flexi Dustbuster Cordless HandHeld Vacuum Cleaner 10.8v","Black & Decker","(H)25.0 x (W)30.0 x (D)16.0",NA,NA,NA,NA,NA,NA,"PD1020L-GB",0.833333333333333
"HOU","SWE","454070","Black & Decker Dustbuster Cordless Hand VacuumCleaner 5.4wh Lithium Ion 3.6V","Black & Decker",NA,NA,NA,NA,NA,"7.5 air watts 3.6v Li-Ion",NA,"NVB115W-GB",0.833333333333333
"HOU","SWE","454071","Black & Decker Dustbuster Cordless Bagless HandVacuum Wet and Dry Lithium Ion 7.2V","Black & Decker",NA,NA,NA,NA,NA,"7.2v",NA,"WDB215WA-GB",0.833333333333333
"HOU","SWE","454072","Black & Decker Stick Vac 2 in 1 28.8wh EPP 14.4V","Black & Decker",NA,"Grey",NA,NA,NA,"14.4V Lithium Ion",NA,"SVA420B-GB",0.891666666666667
"HOU","SWE","454073","Black & Decker Steam Mop 1300W","Black & Decker",NA,NA,"1","Plastic, Steel",NA,NA,NA,NA,0.833333333333333
"HOU","SWE","454074","Black & Decker Steam Mop 7 in 1 Gen 1300W andAccessories","Black & Decker",NA,NA,"1",NA,NA,NA,NA,NA,0.775
"HOU","SWE","454075","Black & Decker SteaMitt Glove Accessory Pack","Black & Decker",NA,NA,"1","Rubber and Microfibre",NA,NA,NA,NA,0.883333333333333
"HOU","SWE","454076","Black and Decker SteaMitt Replacement Pads 2pk","Black & Decker",NA,NA,"2 Pack","Microfibre",NA,NA,NA,NA,0.783333333333333
"HOU","SWE","454077","Black & Decker Steam Mop Replacement Pads 2pk","Black & Decker",NA,NA,"2 Pack","Microfibre",NA,NA,NA,NA,0.833333333333333
"HOU","SWE","453878","Hoover Whirlwind Bagless Upright Vacuum Cleaner750w WR71WR01","Hoover",NA,NA,NA,NA,NA,"750w",NA,"39100460",0.833333333333333
"HOU","SWE","453884","Hoover Whirlwind Bagless Cylinder Vacuum Cleaner700w SE71WR01","Hoover",NA,NA,NA,NA,NA,"700w",NA,"SE71WR01",0.833333333333333
"HOU","SWE","453889","Hoover Free Motion Cordless 2 in 1 Vacuum CleanerBagless 14.4V","Hoover","110 x 28.5 x 16.5 cm (H x W x D)",NA,NA,NA,NA,"14.4V NiMH",NA,"FM144B2",0.891666666666667
"HOU","SWE","454750","Hoover Capture Bagged Compact Cylinder VacuumCleaner 700w BV71CP10","Hoover",NA,NA,NA,NA,NA,"700w",NA,"BV71CP10",0.833333333333333
"HOU","SWE","417186","Prolectrix 2 in 1 Swift Vacuum Cleaner 600wEF0247WK0","PROlectrix",NA,NA,NA,NA,NA,"600W",NA,"EF0247WK0",0.883333333333333
"HOU","SWE","436775","Prolectrix Triangular Steam Cleaner EF0248WK","PROlectrix",NA,"Orange","1","ABS",NA,NA,NA,NA,0.941666666666667
"HOU","SWE","169287","Wilko Panasonic Vacuum Cleaner Bags 5pk","Wilko","5 Pack","Brown",NA,NA,NA,NA,NA,NA,0.883333333333333
"HOU","SWE","169288","Wilko Vax Vacuum Cleaner Bags 4pk","Wilko","4 Pack","Brown",NA,NA,NA,NA,NA,"Code 11",0.941666666666667
