"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","Washable","Power","Capacity","Coverage","Age","DQ Score"
"PET","CAT","456428","Whiskas 1+ Cat Food Pouch Casserole PoultrySelection in Jelly 40 x85g","Whiskas",NA,NA,"40",NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","CAT","10748","Wilko Cat Identity Tube","Wilko","One Size",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"PET","CAT","121918","Wilko Cat Placemat Assorted Designs","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"PET","CAT","165257","Wilko Cat Flea Collar Reflective","Wilko","From 3 Months",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","CAT","173537","Wilko Tinned Cat Food Feast Selection in Jelly 6 x6 x 400g","Wilko","6x400g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","CAT","188241","Wilko Pouch Cat Food Fishy Feast with Tuna inJelly 100g","Wilko","100g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","189489","Wilko Cat Collar Assorted 30cm","Wilko","One Size",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"PET","CAT","192284","Wilko Pouch Cat Food Beef Chicken Duck and Turkeyin Gravy 12 x 100g","Wilko","12x100g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","192949","Wilko Cat Toy Fishing Rod Assorted Colours andDesigns","Wilko","One Size",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","CAT","236689","Wilko Pouch Cat Food Meaty Feast Selection inJelly 12 x 100g","Wilko","12x100g",NA,"12",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","236691","Wilko Pouch Cat Food Fishy Feast Selection inJelly 12 x 100g","Wilko","12x100g",NA,"12",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","236692","Wilko Kitten Food Chicken Salmon Tuna Turkey inJelly 12 x 100g","Wilko","100g",NA,"12",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","CAT","258","Wilko Reflective Cat Collar 30cm","Wilko","One Size",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"PET","CAT","267053","Wilko Dry Cat Food Duck Rabbit Chicken andVegetables 950g","Wilko","950g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","CAT","292376","Wilko Cat Brush","Wilko","One Size","Red","1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","303560","Wilko Pouch Cat Food Meaty Feast with Chicken inJelly 100g","Wilko","100g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","303562","Wilko Senior Cat Food Favourite Feast Selection12 x 100g","Wilko","12x100g",NA,"12",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","334044","Wilko Cat Treats Cushions Salmon 60g","Wilko","60g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","334045","Wilko Cat Treats Cushions Chicken 60g","Wilko","60g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","CAT","334047","Wilko Cat Treats Cushions Cheese 60g","Wilko","60g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","336162","Wilko Pouch Cat Food Favourite Feast Selection inJelly 44 x 100g","Wilko","44x100g",NA,"44",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","410510","Wilko Cat Treat Sticks Salmon and Trout 10 x 5g","Wilko","10x5g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","410511","Wilko Cat Treat Sticks Chicken and Liver 10 x 5g","Wilko","10x5g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","413522","Wilko Pouch Cat Food Premium Meat SelctionCuts in Gravy 12 x 100g","Wilko","12x100g",NA,"12",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","413523","Wilko Pouch Cat Food Premium Fish SelectionFlakes in Jelly 12 x 100g","Wilko","12x100g",NA,"12",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","416497","Wilko Cat Milk 200ml","Wilko","200ml",NA,"200ml",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","430585","Wilko Cat Treat Fish Mix 60g","Wilko","60g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","430586","Wilko Cat Treat Dental 50g","Wilko","50g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","430621","Wilko Alutray Cat Food Salmon in Terrine 100g","Wilko","100g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","430623","Wilko Alutray Cat Food Chicken and Turkey inTerrine 100g","Wilko","100g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","431491","Wilko Cat Toy Tunnel","Wilko","24cm high, 20.5cm high, 36cm long",NA,"1",NA,"No",NA,NA,NA,NA,NA,0.65
"PET","CAT","431493","Wilko Laser Mouse Cat Toy","Wilko","6.5cm long, 3cm wide, 2.1cm deep",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","CAT","432733","Wilko Kitten Collar Snag Free Assorted Colours","Wilko","Small",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","CAT","450635","Wilko Chalkboard Cat Bowl","Wilko","17.5x17.5x4cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"PET","CAT","453027","Wilko Cat Treat Catnip Drops 75g","Wilko","75g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","453030","Wilko Fish Selection Cat Food Chunks in Jelly6x400g","Wilko","400g x 6",NA,"6",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","453815","Wilko Fipronil Cat Spot On 3 Tube","Wilko","2cm x 8.5cm x 14cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","453819","Wilko Cat Spot On Flea Repellent 2 Tubes","Wilko","2pk",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","454188","Wilko Catnip Leaves 25g","Wilko","9cmx14cmx2cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","CAT","454189","Wilko Silvervine Twitchy Teaser","Wilko","35cmx8cmx3cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","CAT","454190","Wilko Silvervine Mice 2pk","Wilko","21cm",NA,"2",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","CAT","454191","Wilko Catnip Filled Toy Assorted Shape","Wilko","15cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","CAT","454192","Wilko Pop Up Cube","Wilko","38cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","CAT","454783","Wilko Chalkboard Cat Treat Tin","Wilko","17.5cm x 11.8cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","456119","Wilko Favourites Cat Food Meat & Fish Selection12 x 100g","Wilko","12x100g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","456120","Wilko Premium Cuts Cat Food Meat & PoultrySelection in Jelly 12 x 100g","Wilko","12x100g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","80416","Wilko Cat Flea Collar Felt","Wilko","From 3 Months",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","80682","Wilko Cat Scratcher Post Rope","Wilko","One Size",NA,"1",NA,"No",NA,NA,NA,NA,NA,0.65
"PET","CAT","94333","Wilko Cat Toy Assorted","Wilko","One Size",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"PET","CAT","94398","Wilko Cat Flea Collar Glitter Felt","Wilko","From 3 Months",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","9506040","Wilko Cat Flea Vinyl Collar","Wilko","From 6 Months",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","CAT","310067","Wilko Best Tinned Cat Food Tuna Loin in Sauce 80g","Wilko Best","80g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","310068","Wilko Best Tinned Cat Food Chicken in Sauce 80g","Wilko Best","80g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","336114","Wilko Best Pouch Cat Food Tuna Loin Flakes inJelly 80g","Wilko Best","80g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","336115","Wilko Best Pouch Cat Food Chicken Breast Flakesin Jelly 80g","Wilko Best","80g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","336183","Wilko Best Cat Treats Mini Strips Chicken 50g","Wilko Best","50g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","336184","Wilko Best Cat Treats Mini Strips Duck 50g","Wilko Best","50g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","414126","Wilko Best Pouch Cat Food Tuna Loin with Mackerelin Jelly 80g","Wilko Best","80g",NA,"16",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","414179","Wilko Best Pouch Cat Food Tuna with Shrimp inSauce 80g","Wilko Best","80g",NA,"12",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","431072","Wilko Best Pouch Cat Food Chicken BreastSelection 6 x 50g","Wilko Best","6x50g",NA,"6",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","431073","Wilko Best Pouch Cat Food Tuna Loin Selection 6 x50g","Wilko Best","6x50g",NA,"6",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","440315","Wilko Best Pouch Cat Food Chicken Broth 50g","Wilko Best","50g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","440316","Wilko Best Pouch Cat Food Seafood Bisque 50g","Wilko Best","50g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","454781","Wilko Best Cat Food Tuna Loin Selection in Sauce","Wilko Best","6x50g",NA,"6",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","303555","Wilko Functional Tinned Cat Food Chicken inJelly 400g","Wilko Functional","400g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","CAT","9531040","Wilko Cat Bowl Assorted Colours Small","Wilko Functional","16.5cm x 16.5cm x 3.5cm","Multi","1",NA,NA,NA,NA,NA,NA,NA,0.95
"PET","DOG","193850","Bakers Complete Dry Dog Food with Tasty Beef andCountry Vegetables 5kg","Bakers","6kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","DOG","193859","Bakers Complete Dry Dog Food Chicken andVegetables 2.7kg","Bakers","2.7kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","209981","Bakers Complete Dry Dog Food with Tasty Beef andCountry Vegetables 1.35kg","Bakers","1.35kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","DOG","236028","Bakers Complete Dry Dog Food Meaty Meals withTender Beef 1kg","Bakers","1kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","DOG","245724","Bakers Complete Dry Dog Food Chicken and CountryVegetables 5kg","Bakers","5kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","252412","Bakers Complete Dry Puppy Food with Tasty Beefand Country Vegetables 1kg","Bakers","1kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","252414","Bakers Complete Dry Senior Food with TastyChicken Rice and Country Vegetables 1kg","Bakers","1kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","252416","Bakers Complete Dry Dog Food with Tasty Chicken1kg","Bakers","1KG",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","DOG","252426","Bakers Complete Dry Dog Food with Tasty Beef 2.7kg","Bakers","2.7kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","DOG","252570","Bakers Complete Dry Dog Food Chicken andVegetables 1.35kg","Bakers","1.535kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","282937","Bakers Complete Dry Dog Food Weight Control 1kg","Bakers","1kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","292458","Bakers Complete Dry Dog Food with Tasty Beef andCountry Vegetables for Small Dogs 1kg","Bakers","1kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","336144","Bakers Dog Food Chicken and Vegetables 1kg","Bakers","1Kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","336171","Bakers Complete Dry Small Dog Food Meaty MealsWith Tasty Beef 1kg","Bakers","1kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","453826","Bob Martin Pouch Jelly Multipack 12x100g","Bob Martin","12 x 100g",NA,"12",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","453827","Bob Martin Pouch Gravy Multipack 12x100g","Bob Martin","12 x 100g",NA,"12",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","453828","Bob Martin Pouch Gravy Multipack Meat Mix 12x100g","Bob Martin","12 x 100g",NA,"12",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","193622","Butchers Tinned Dog Food Tripe in Jelly 6 x 400g","Butchers","6x400g",NA,"6pk",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","243646","Butchers Tinned Puppy Food Natural NutritionChicken Beef and Lamb in Jelly 6 x 400g","Butchers","400g",NA,"6pk",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","243647","Butchers Tinned Dog Food Tripe Mix in Jelly  400g","Butchers","400g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","DOG","243649","Butchers Tinned Dog Food Favourite Recipes 6 x390g","Butchers","6x390g",NA,"6pk",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","252360","Butchers Tinned Dog Food All Meat Variety pk inJelly 6 x 400g","Butchers","6x400g",NA,"6pk",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","252361","Butchers Choice Dog Food Traditional Recipes Tray12 x 150g","Butchers","150g",NA,"12pk",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","284782","Butchers Tinned Dog Food Meaty Stews in Gravy 6 x400g","Butchers","6x400g",NA,"6pk",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","401229","Butchers Choice Dog Food Lean and Tasty 12 x 150g","Butchers","12x150g",NA,"12",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","411317","Butchers Choice Puppy Food Tray 4 x 150g","Butchers","4x150g",NA,"4",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","430057","Butchers Tinned Dog Food Original Recipes inJelly 12 x 400g","Butchers","12x400g",NA,"12",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","430058","Butchers Tinned Dog Food Succulent Feast in Jelly12 x 400g","Butchers","12x400g",NA,"12",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","430059","Butchers Choice Dog Food Succulent Meat Tray 12 x150g","Butchers","12x150g",NA,"12",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","221217","Cesar Dog Food Turkey Tray 150g","Cesar","150g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","DOG","267124","Cesar Dog Food Chicken and Turkey Tray 150g","Cesar","150g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","DOG","348547","Cesar Tray Dog Food Classic Selection 4X150g","Cesar","4x150g",NA,"4pk",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","348548","Cesar Dog Food Classic Selection Tray 8 x 150g","Cesar","8x150g",NA,"8pk",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","348549","Cesar Dog Food Country Kitchen Selection Tray 8 x150g","Cesar","8x150g",NA,"8pk",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","348550","Cesar Dog Food Country Kitchen Selection Tray 4 x150g","Cesar","4x150g",NA,"4pk",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","412788","Cesar Pouch Dog Food Fresh Selection in Sauce 4 x100g","Cesar","4x100g",NA,"4pk",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","412789","Cesar Pouch Dog Food Fresh Selection in Jelly 4 x100g","Cesar","4x100g",NA,"4pk",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","431031","Cesar Pouch Dog Food Deliciously Fresh Favouritesin Sauce 8 x 100g","Cesar","8x100g",NA,"8",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","431032","Cesar Pouch Dog Food Deliciously Fresh Selectionin Jelly for Senior Dogs 8 x 100g","Cesar","8x100g",NA,"8",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","292557","Chappie Tinned Dog Food Chicken and Rice 6 x 412g","Chappie","412g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","DOG","314474","Chappie Complete Dry Dog Food Chicken and WholeGrain Cereal 3kg","Chappie","3kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","DOG","303635","Harringtons Complete Dry Dog Food Turkey and Veg2kg","Harringtons","2kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","303636","Harringtons Complete Dry Dog Food Lamb and Rice2kg","Harringtons","2kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","DOG","411931","Harringtons Complete Dry Dog Food Turkey andVegetables 5kg","Harringtons","5kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","432833","Harringtons Complete Dry Dog Food Lamb and Rice5kg","Harringtons","5kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","453240","Harringtons Dry Dog Food Salmon 2kg","Harringtons","2kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.95
"PET","DOG","453242","Harringtons Dry Dog Food Senior 2kg","Harringtons","2kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.95
"PET","DOG","453252","Harringtons Dry Dog Food Puppy 2kg","Harringtons","2kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.95
"PET","DOG","206445","HiLife Feed me Dry Dog Food Beef and Vegetableswith Cheese 1.5kg","Hilife","1.5kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","DOG","206448","HiLife Feed me Dry Dog Food Turkey Chicken and VegVeg with Bacon 1.5kg","Hilife","1.5kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","431064","HiLife Essentials Dry Dog Food Meaty Chunks withChicken 675g","Hilife","675g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","302158","Iams Dry Dog Food Chicken for Large Adult Dogs 3kg","Iams","3kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","302159","Iams Dry Dog Food Chicken for Small and MediumDogs 3kg","Iams","3kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","302161","Iams Dry Dog Food Chicken for Puppys and SmallDogs 1kg","Iams","1kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","DOG","314259","Iams Dry Dog Food Proactive Nutrition SucculentRoast Chicken for Mature and Senior Dogs 3kg","Iams","3kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","314283","Naturediet Puppy Food Vegetables and Rice Tray390g","Naturediet","390g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","314284","Naturediet Dog Food Chicken with Vegetables andRice Tray 390g","Naturediet","390g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","314285","Naturediet Dog Food Lamb with Vegetables and RiceTray 390g","Naturediet","390g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","314286","Naturediet Dog Food Turkey and Chicken withVegetables and Rice Tray 390g","Naturediet","390g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","314840","Naturediet Dog Food Vegetables and Rice TraySenior Lite 390g","Naturediet","390g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","DOG","314841","Naturediet Dog Food Salmon Prawn Vegetables andRice Tray Sensitive Digestion 390g","Naturediet","390g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","DOG","336147","Naturediet Dog Food Chicken and Lamb withVegetables and Rice Tray 390g","Naturediet","390g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","DOG","215865","Pedigree Dry Dog Food Chicken and Veg 2.6kg","Pedigree","2.6kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","252389","Pedigree Tinned Puppy Food Chicken Poultry andLamb with Rice in Jelly 6 x 400g","Pedigree","400g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","DOG","252408","Pedigree Tinned Adult Dog Food Chicken in Gravy 6x 400g","Pedigree","6x400g",NA,"6",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","252409","Pedigree Tinned Adult Dog Food Mixed pk in Jelly6 x 385g","Pedigree","6x385g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","DOG","252411","Pedigree Tinned Dog Food Original Loaf 400g","Pedigree","400g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","267128","Pedigree Tinned Dog Food Country Casserole inGravy 6 x 400g","Pedigree","6x400g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","DOG","405655","Pedigree Dry Dog Food Chicken 500g","Pedigree","500g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","405658","Pedigree Pouch Dog Food Chicken and Lamb in Jelly4 x 100g","Pedigree","4x100g",NA,"4",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","405659","Pedigree Pouch Dog Food Chicken Vegetables andBeef Vegetables in Gravy 4 x 100g","Pedigree","4x100g",NA,"4",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","405660","Pedigree Pouch Puppy Food Chicken and Beef4 x 100g","Pedigree","4 x 100g",NA,"4",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","405662","Pedigree Pouch Dog Food Real Meals in Gravy 12 x100g","Pedigree","12x100g",NA,"12",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","405663","Pedigree Pouch Dog Food Favourites in Jelly 12 x100g","Pedigree","12x100g",NA,"12",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","405665","Pedigree Pouch Puppy Food in Jelly 12 x 100g","Pedigree",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","DOG","430184","Pedigree Tinned Dog Food Mixed Selection in Gravy12 x 400g","Pedigree","12x400g",NA,"12",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","430185","Pedigree Tinned Dog Food Mixed Selection in Jelly12 x 385g","Pedigree","12x385g",NA,"12",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","454768","Perfect Fit Complete Dry Dog Food Adult 1+ >10kgChicken 2.6kg","Perfect Fit","2.6kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","454771","Perfect Fit Complete Dry Dog Food Senior 10+ <10kg Chicken 2.6kg","Perfect Fit","2.6kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","454772","Perfect Fit Complete Dry Dog Food Adult 1+ >10kgChicken 825g","Perfect Fit","825g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","454773","Perfect Fit Complete Dry Dog Food Junior <1Chicken 825g","Perfect Fit","825g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","454774","Perfect Fit Complete Dry Dog Food Adult 1+<10kg Chicken 825g","Perfect Fit","825g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","228314","Wagg Complete Dry Dog Food Chicken and Vegetables2.5kg","Wagg","2.5kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","DOG","267015","Wagg Complete Dry Dog Food Sensitive Chicken andRice 2kg","Wagg","2kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","345215","Wagg Kennel Dry Dog Food Chicken 1kg","Wagg","1kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","DOG","423831","Wagg Kennel Dry Dog Food Chicken 6kg","Wagg","6kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","98903","Wagg Dry Dog Food Beef and Veg 2.5kg","Wagg","2.5kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","209978","Webbox Complete Dry Dog Food Original with Beefand Vegetables 2.5kg","Webbox","2.5kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","DOG","27241","Webbox Dog Food Chub Roll Chicken 800g","Webbox","800g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","DOG","277765","Webbox Complete Dry Dog Food Chicken andVegetables 2.5kg","Webbox","2.5kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","DOG","3564","Webbox Dog Food Chub Roll Beef 800g","Webbox","800g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","DOG","454875","Webbox Natural Trays Chick Rice&Veg 400g","Webbox","400g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","454876","Webbox Natural Trays Beef Rice&Veg 400gRice Tray 400g","Webbox","400g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","456293","Webbox Natural Complete Adult Lamb 2.25kg","Webbox","2.25kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","456294","Webbox Natural Complete Adult Chicken 2.25kg","Webbox","2.25kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","54134","Webbox Dog Food Chub Roll Turkey and Rabbit 800g","Webbox","800g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","54135","Webbox Dog Food Chub Roll Lamb and Rice 800g","Webbox","800g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","DOG","165344","Wilko Dog Mixer Mini Wheaty Feast 1.5kg","Wilko","1.5kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","173531","Wilko Dog Food Chicken and Turkey Tray 150g","Wilko","150g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","214703","Wilko Adult Dog Food Meaty Feast Terrine Game andChicken Tray 150g","Wilko","150g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","214705","Wilko Adult Dog Food Meaty Feast Terrine TastyTurkey and Chicken Tray 300g","Wilko","300g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","266986","Wilko Complete Dog Food Special Feast withChicken and Vegetables 2.5kg","Wilko","2.5kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","266987","Wilko Complete Dog Food Special Feast Beef 2.5kg","Wilko","2.5kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","DOG","266988","Wilko Complete Puppy Food Beef and Vegetables2.5kg","Wilko","2.5kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","270388","Wilko Tinned Dog Food Chicken Lamb and BeefChunks in Jelly 6 x 400g","Wilko","6x400g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","DOG","303596","Wilko Dog Food Can Covers 3pk","Wilko",NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,0.9125
