"PSA_1","PSA_2","Article","Web Description","Brand","Type","Colour","Pack Qty","Size","Washable","Capacity","Power","Model Number","Material","Assembly","DQ Score"
"KIT","FOO","285296","Wilko Plastic Glass Lined Flask with Two Cups","Wilko","Flasks",NA,NA,"1.8L",NA,NA,NA,NA,NA,NA,0.86
"KIT","FOO","285297","Wilko Food Box 125ml","Wilko","Food Boxes",NA,"1","125ml",NA,"125ml",NA,NA,NA,NA,0.9
"KIT","FOO","317739","Wilko Lunch Bag Black","Wilko","Lunch Bag","Black","1",NA,NA,NA,NA,NA,NA,NA,0.85
"KIT","FOO","435838","Wilko Flask Copper Effect 1L","Wilko","Flasks",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"KIT","FOO","447950","Wilko Shaker Bottle 800ml","Wilko","Shaker Drinks Bottle",NA,"1","10.5cm x 7.2cm x 26.5cm",NA,"800ml",NA,NA,"Plastic",NA,0.95
"KIT","FOO","449063","Wilko Food Container Round 330ml","Wilko","Food Boxes",NA,"1","12.1cm x 12..1cm x 7.8cm",NA,"330",NA,NA,"Plastic",NA,0.95
"KIT","FOO","449068","Wilko Food Storage Container Rectangular 1.3 Litre","Wilko","Food Boxes",NA,"1","22.1cm x 14.6cm x 8.1cm",NA,"1300",NA,NA,"Plastic",NA,0.95
"KIT","FOO","449069","Wilko Food Storage Container Rectangular 1.6 Litre","Wilko","Food Boxes",NA,"1","22.1cm x 14.6cm x 9.9cm",NA,"1600ml",NA,NA,"Plastic",NA,0.95
"KIT","FOO","449071","Wilko Food Storage Container Rectangular 2.5 Litre","Wilko","Food Boxes",NA,"1","25.5cm x 18cm x 9.9cm",NA,"2500",NA,NA,"Plastic",NA,0.95
"KIT","FOO","449072","Wilko Food Storage Container Rectangular 3.5 Litre","Wilko","Food Boxes",NA,"1","25.5cm x 18cm x 13.5cm",NA,"3.5 Litre",NA,NA,"Plastic",NA,0.95
"KIT","FOO","449073","Wilko Food Container Square 1.2 Litre","Wilko","Food Boxes",NA,"1","15.4cm x 15.4cm x 9.9cm",NA,"1.2 Litre",NA,NA,"Plastic",NA,0.95
"KIT","FOO","449074","Wilko Food Container Square 1.5 Litre","Wilko","Food Boxes",NA,"1","18.8cm x 18.8cm x 8.1cm",NA,"1.5 Litre",NA,NA,"Plastic",NA,0.95
"KIT","FOO","449075","Wilko Food Storage Container Square 1.8 Litre","Wilko","Food Boxes",NA,"1","18.8cm x 18.8cm x 9.9cm",NA,"1.8 Litre",NA,NA,"Plastic",NA,0.95
"KIT","FOO","449076","Wilko Food Container Square 2.3 Litre","Wilko","Food Boxes",NA,"1","18.8cm x 18.8cm x 11.7cm",NA,"2.3 Litre",NA,NA,"Plastic",NA,0.95
"KIT","FOO","449077","Wilko Food Container Square 3.3 Litre","Wilko","Food Boxes ",NA,"1","22.3cm x 22.3cm x 11.7cm",NA,"3.3 Litre",NA,NA,"Plastic",NA,0.95
"KIT","FOO","449078","Wilko Food Container Square 4 Litre","Wilko","Food Boxes",NA,"1","22.3cm x 22.3cm x 13.5cm",NA,"4.0 Litre",NA,NA,"Plastic",NA,0.95
"KIT","FOO","449079","Wilko Food Container Round 1.1 Litre","Wilko","Food Boxes ",NA,"1","15.5cm x 15.5cm x 9.9cm",NA,"1.1 Litre",NA,NA,"Plastic",NA,0.95
"KIT","FOO","449080","Wilko Food Storage Container Round 1.5 Litre","Wilko","Food Boxes",NA,"1","19cm x 19cm x 11.2cm",NA,"1.5 Litre",NA,NA,"Plastic",NA,0.95
"KIT","FOO","449305","Wilko Pitcher With Fruit Infuser 2.1 Litre","Wilko","Pitcher",NA,"1","21cm x 14cm x 25.7cm",NA,NA,NA,NA,NA,NA,0.85
"KIT","FOO","317345","Wilko Functional Container White 1L","Wilko Functional","Food Boxes","White","1","1L",NA,"1L",NA,NA,NA,NA,0.95
"KIT","FOO","317346","Wilko Functional Container Round 250ml 4pk","Wilko Functional","Food Boxes","Clear","4pk","250ml",NA,"250ml",NA,NA,NA,NA,0.95
"KIT","GAD","36854","Wilko Kitchen Baster Acrylic","Chef Aid","Baster","Clear",NA,"Single",NA,NA,NA,NA,NA,NA,0.833333333333333
"KIT","GAD","37166","Wilko Kitchen Cocktail Sticks 100pk","Chef Aid","Cocktail Sticks","Cream","1","100 Pack",NA,NA,NA,NA,NA,NA,0.85
"KIT","GAD","444700","Morphy Richards Accents 5pc Tool Set Red 46821","Morphy Richards","Utensil Tool Sets","Red",NA,"5 piece",NA,NA,NA,"46821",NA,NA,0.9
"KIT","GAD","444703","Morphy Richards Accents Tool Set Stainless Steel5pcs","Morphy Richards","Utensil Tool Sets","Silver",NA,"5 piece",NA,NA,NA,"46825",NA,NA,0.9
"KIT","GAD","434038","Sabatier Chef Knife 8in","Sabatier","Knives",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766666666666667
"KIT","GAD","434039","Sabatier Bread Knife 8in","Sabatier","Knives",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766666666666667
"KIT","GAD","434040","Sabatier Santoku Knife 6in","Sabatier","Knives",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766666666666667
"KIT","GAD","434041","Sabatier Cleaver Knife 6in","Sabatier","Knives",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766666666666667
"KIT","GAD","434042","Sabatier Utility Knife 4.5in","Sabatier","Knives",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766666666666667
"KIT","GAD","434043","Sabatier Paring Knife 3.5in","Sabatier","Knives",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766666666666667
"KIT","GAD","444785","Tower Spudnik Spiralizer","Tower","Spiralizer","Green","1","15.5 X 20.5 X 25.5cm",NA,NA,NA,NA,NA,NA,0.941666666666667
"KIT","GAD","112508","Wilko Kitchen Rolling Pin Wooden Mini","Wilko","Rolling Pins","Cream","1",NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","GAD","112512","Wilko Kitchen Poachette Ring 2pk","Wilko","Poachette Rings","Grey","1","Set",NA,NA,NA,NA,NA,NA,0.941666666666667
"KIT","GAD","112532","Wilko Revolving Rolling Pin Beech","Wilko","Rolling Pins","Cream","1",NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","GAD","120656","Wilko Colander Stainless Steel","Wilko","Colander and Sieves",NA,NA,"Large",NA,NA,NA,NA,NA,NA,0.825
"KIT","GAD","139888","Wilko Can Opener","Wilko","Can Opener",NA,NA,"Single",NA,NA,NA,NA,NA,NA,0.825
"KIT","GAD","140141","Wilko Skewers Metal 4pk","Wilko","Skewers",NA,"1","4 Pack",NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","GAD","140809","Wilko Corn on the Cob Forks 4pk","Wilko","Corn Forks","Yellow","3pk",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","GAD","164126","Wilko Knife Sharpener Stainless Steel 20.5cm","Wilko","Peeling and Chopping",NA,NA,"20.5cm",NA,NA,NA,NA,NA,NA,0.825
"KIT","GAD","188598","Wilko Kitchen Shears","Wilko","Shears",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.825
"KIT","GAD","188600","Wilko Digital Timer","Wilko","Thermometer and Timer",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.825
"KIT","GAD","222196","Wilko Stainless Steel Salad Tongs","Wilko","Serving Tongs","Silver","1","Large",NA,NA,NA,NA,NA,NA,0.941666666666667
"KIT","GAD","222255","Wilko Fridge and Freezer Thermometer","Wilko","Thermometer and Timer","Clear","1","15x2cm",NA,NA,NA,NA,NA,NA,0.941666666666667
"KIT","GAD","232675","Wilko Geared Can Opener","Wilko","Can Opener","Red","1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","GAD","232678","Wilko Vertical Peeler","Wilko","Peeling and Chopping","Multi","1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","GAD","237478","Wilko Kitchen Flat Exhaust Cooker Hood Filter 1mm2pk","Wilko","Cooker Filter","Silver","1","2 Pack",NA,NA,NA,NA,NA,NA,0.941666666666667
"KIT","GAD","262783","Wilko Apple Corer","Wilko","Peeling and Chopping","Green","1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","GAD","262890","Wilko Granite Work Top Saver 30cm x 40cm","Wilko","Worktop Saver","Grey",NA,"1.5cm",NA,NA,NA,NA,NA,NA,0.93
"KIT","GAD","281333","Wilko Chopping Board Blue 24.5cm x 35cm","Wilko","Chopping Board","Multi",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"KIT","GAD","284774","Wilko Traditional Ice Cream Scoop Stainless Steel","Wilko","Ice Cream Scoops","Silver","1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","GAD","284881","Wilko Grater Box 6 Sides","Wilko","Graters","Cream","1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","GAD","304464","Wilko Knifeholder Magnetic 30cm","Wilko","Utensil Holder","Black","1","30cm",NA,NA,NA,NA,NA,NA,0.941666666666667
"KIT","GAD","304483","Wilko Bottle Stopper 2pk","Wilko","Bottle Stopper","Multi","1","2 Pack",NA,NA,NA,NA,NA,NA,0.9
"KIT","GAD","304832","Wilko Corkscrew Chrome Effect","Wilko","Corkscrew & Bottle Openers","Metal","1",NA,NA,NA,NA,NA,NA,NA,0.85
"KIT","GAD","317397","Wilko Hanging Rack","Wilko","Utensil Holder","Pink","1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","GAD","317529","Wilko Ice Cube Tray","Wilko","Ice Cube Tray","Multi","1","12 Shapes",NA,NA,NA,NA,NA,NA,0.941666666666667
"KIT","GAD","317719","Wilko Citrus Squeezer","Wilko","Peeling and Chopping","Yellow","1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","GAD","317898","Wilko Grater with Container Taupe/Silver Effect","Wilko","Graters","Cream","1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","GAD","317900","Wilko Stainless Steel Whisk","Wilko","Whisk","Pink","1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","GAD","318118","Wilko Soup Ladle Black","Wilko","Spoons and Ladles","Black","1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","GAD","318172","Wilko Spaghetti Spoon Black","Wilko","Spoons and Ladles","Black","1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","GAD","318176","Wilko Vegetable Steamer Stainless Steel","Wilko","Food Steamer","Pink","1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","GAD","318177","Wilko Turner Black","Wilko","Spatula and Turners","Black","1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","GAD","318178","Wilko Kitchen Potato Masher Black","Wilko","Masher","Black","1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","GAD","318179","Wilko Polyamide Slotted Spoon Black","Wilko","Spoons and Ladles","Black","1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","GAD","318180","Wilko Serving Spoon Polyamide Medium Black","Wilko","Spoons and Ladles","Black","1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","GAD","318181","Wilko Polyamide Ladle Black","Wilko","Spoons and Ladles","Black","1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","GAD","318182","Wilko Kitchen Whisk Black","Wilko","Whisk","Black","1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","GAD","319549","Wilko Knife Sharpener Black","Wilko","Peeling and Chopping","Black","1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","GAD","319550","Wilko Corkscrew Silver","Wilko","Corkscrew & Bottle Openers","Pink","1",NA,NA,NA,NA,NA,NA,NA,0.85
"KIT","GAD","319570","Wilko Meat Thermometer","Wilko","Thermometer and Timer","Pink","1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","GAD","319572","Wilko Chopping Board Bamboo Large","Wilko","Chopping Board",NA,NA,"Large",NA,NA,NA,NA,NA,NA,0.86
"KIT","GAD","335040","Wilko Strainer Metal 19.5cm","Wilko","Colander and Sieves","Pink","1","19cm",NA,NA,NA,NA,NA,NA,0.941666666666667
"KIT","GAD","378240","Wilko Egg Slicer White","Wilko","Peeling and Chopping","White","1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","GAD","409441","Wilko Bamboo Tools Set 4pcs","Wilko","Utensil Tool Sets",NA,"4",NA,NA,NA,NA,NA,NA,NA,0.825
"KIT","GAD","435737","Wilko Colourplay Utility Knife Red","Wilko","Knives",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.825
"KIT","GAD","435740","Wilko Colourplay Bread Knife Blue","Wilko","Knives",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.825
"KIT","GAD","435853","Wilko Turner Copper Effect","Wilko","Spatula and Turners",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"KIT","GAD","435854","Wilko Ladle Copper Effect","Wilko","Spoons and Ladles",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"KIT","GAD","435855","Wilko Slotted Spoon Copper Effect","Wilko","Spoons and Ladles",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"KIT","GAD","435856","Wilko Masher Copper Effect","Wilko","Masher",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"KIT","GAD","435857","Wilko Spoon Copper Effect","Wilko","Spoons and Ladles",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"KIT","GAD","435858","Wilko Chopping Board Bamboo Large","Wilko","Chopping Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"KIT","GAD","435859","Wilko Chopping Board Bamboo Medium","Wilko","Chopping Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"KIT","GAD","435860","Wilko Chopping Board Paddle","Wilko","Chopping Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"KIT","GAD","435861","Wilko Chopping Board Pizza","Wilko","Chopping Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"KIT","GAD","435862","Wilko Chopping Board With Handle","Wilko","Chopping Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"KIT","GAD","435865","Wilko Strainer Set 3pcs","Wilko","Colander and Sieves",NA,"3pc","18CM STRAINER, 16CM STRAINER, 12CM STRAINER",NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","GAD","435866","Wilko Conical Sieve","Wilko","Colander and Sieves",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"KIT","GAD","435867","Wilko Colander Mini 16cm","Wilko","Colander and Sieves",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766666666666667
"KIT","GAD","436178","Wilko Colourplay Large Chefs Knife Green","Wilko","Knives",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.825
"KIT","GAD","436179","Wilko Colourplay Carving Knife Purple","Wilko","Knives",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.825
"KIT","GAD","448489","Wilko Stainless Steel Turner","Wilko","Spatula and Turners","Metal","1","33.8cm",NA,NA,NA,NA,NA,NA,0.941666666666667
"KIT","GAD","448490","Wilko Stainless Steel Serving Spoon","Wilko","Spoons and Ladles",NA,"1","32.7cm",NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","GAD","448491","Wilko Stainless Steel Slotted Spoon","Wilko","Spoons and Ladles","Metal","1","32.7cm",NA,NA,NA,NA,NA,NA,0.941666666666667
"KIT","GAD","448492","Wilko Stainless Steel Ladle","Wilko","Spoons and ladles","Metal","1","29.7cm",NA,NA,NA,NA,NA,NA,0.941666666666667
"KIT","GAD","448493","Wilko Stainless Steel Spaghetti Spoon","Wilko","Spoons and Ladles","Metal","1","32.4cm",NA,NA,NA,NA,NA,NA,0.941666666666667
"KIT","GAD","448494","Wilko Stainless Steel Can Opener","Wilko","Can Opener","Metal","1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","GAD","448495","Wilko Stainless Steel Garlic Press","Wilko","Garlic Press","Metal","1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","GAD","448496","Wilko Stainless Steel Cake Server","Wilko","Cake Server","Metal","1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","GAD","448497","Wilko Stainless Steel Peeler","Wilko","Peeling and Chopping","Metal",NA,NA,NA,NA,NA,NA,NA,NA,0.825
"KIT","GAD","448498","Wilko Stainless Steel Bottle Opener","Wilko","Corkscrew & Bottle Openers","Metal","1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","GAD","448499","Wilko Stainless Steel Y Peeler","Wilko","Peeling and Chopping","Metal","1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","GAD","448500","Wilko Stainless Steel Pizza Cutter","Wilko","Pizza Cutter","Metal","1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","GAD","448501","Wilko Stainless Steel V Shape Masher","Wilko","Masher","Metal","1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","GAD","448502","Wilko Stainless Steel Pallet Knife","Wilko","Icing, Bags and Nozzles","Metal","1",NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","GAD","452456","Wilko Stainless Steel Masher","Wilko","Masher",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.825
"KIT","GAD","452458","Wilko Garlic Crusher","Wilko","Garlic Press",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.825
"KIT","GAD","452460","Wilko Corkscrew","Wilko","Corkscrew & Bottle Openers",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.825
"KIT","GAD","452462","Wilko 4 in 1 Multifunctional Grater","Wilko","Graters",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.825
"KIT","GAD","452463","Wilko Y Peeler Set 3pcs","Wilko","Peeling and Chopping",NA,"3 Pieces",NA,NA,NA,NA,NA,NA,NA,0.825
"KIT","GAD","452464","Wilko Hand Whisk","Wilko","Whisk",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.825
"KIT","GAD","452465","Wilko 6 in 1 Jar Opener","Wilko","Corkscrew & Bottle Openers",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.825
"KIT","GAD","452467","Wilko Measuring Scoop","Wilko","Measuring",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.825
"KIT","GAD","452468","Wilko Pizza Wheel","Wilko","Pizza Cutter",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.825
"KIT","GAD","452470","Wilko Spaghetti Measure","Wilko","Measuring",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.825
"KIT","GAD","452476","Wilko Chopping Board Set 2 Pack","Wilko","Chopping Board",NA,"2",NA,NA,NA,NA,NA,NA,NA,0.86
"KIT","GAD","452477","Wilko Nylon Ladle","Wilko","Spoons and Ladles",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.825
"KIT","GAD","452479","Wilko Nylon Turner","Wilko","Spatula and Turners",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.825
"KIT","GAD","452480","Wilko Nylon Round Turner","Wilko","Spatula and Turners",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.825
"KIT","GAD","52496","Wilko Kitchen Kettle Protector","Wilko","Kettle Protector","Silver","1","Single",NA,NA,NA,NA,NA,NA,0.941666666666667
"KIT","GAD","56012","Wilko Box Grater","Wilko","Graters","Silver","1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","GAD","78397","Wilko Kitchen Rolling Pin Beech 35cm","Wilko","Rolling Pins",NA,"1","35cm",NA,NA,NA,NA,NA,NA,0.93
"KIT","GAD","85425","Wilko Food Cover White","Wilko","Food Cover","White","1","14inx10in",NA,NA,NA,NA,NA,NA,0.941666666666667
"KIT","GAD","172201","Wilko Ice Cube Trays 2pk","Wilko Functional","Ice Cube Tray","Black","1","2 Pack",NA,NA,NA,NA,NA,NA,0.891666666666667
"KIT","GAD","219900","Wilko Functional Polyamide Turner","Wilko Functional","Spatula and Turners","Black","1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","GAD","219903","Wilko Functional Slotted Spoon Black","Wilko Functional","Spoons and Ladles","Black","1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","GAD","219904","Wilko Functional Polyamide Masher Black","Wilko Functional","Masher","Black","1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","GAD","284840","Wilko Kitchen Spatula Wooden","Wilko Functional","Spatula and Turners",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.81
"KIT","GAD","296440","Wilko Butterfly Tin Opener","Wilko Functional","Can Opener",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.775
"KIT","GAD","313140","Wilko Pastry Brush","Wilko Functional","Brush","Cream","1",NA,NA,NA,NA,NA,NA,NA,0.88
"KIT","GAD","354840","Wilko Functional Lancashire Peeler Black","Wilko Functional","Peeling and Chopping","Black","1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","GAD","368340","Wilko Flat Grater Stainless Steel White","Wilko Functional","Graters","Pink","1",NA,NA,NA,NA,NA,NA,NA,0.833333333333333
"KIT","GLA","447441","Luxe Lounge Mojito Cocktail Set 4 Pack","Luxe Lounge","Cocktail Kit","Silver","1","Glass 15.2cm x 8.2cm, Shaker 21.5cm x 8.4cm, Spoon",NA,NA,NA,NA,NA,NA,0.9
"KIT","GLA","316130","Wilko Wine Glass","Wilko","Wine Glasses","Clear","1",NA,"Washable",NA,NA,NA,NA,NA,0.941666666666667
"KIT","GLA","316131","Wilko Mixer Glass","Wilko","Tumblers","Clear","1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","GLA","316134","Wilko Pint Glass","Wilko","Pint Glasses","Clear","1","1pt",NA,NA,NA,NA,NA,NA,0.941666666666667
"KIT","GLA","316135","Wilko Hiball Glass","Wilko","Tumblers","Clear","1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","GLA","318956","Wilko Champagne Flute","Wilko","Champagne Glasses","Clear",NA,"210ml",NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","GLA","427865","Wilko Teardrop Tumbler 4pk","Wilko","Tumblers",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766666666666667
"KIT","GLA","427866","Wilko Teardrop Hi-Ball Tumbler 4pk","Wilko","Tumblers",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766666666666667
"KIT","GLA","427867","Wilko Wine Glass 45cl 4pk","Wilko","Wine Glasses",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766666666666667
"KIT","GLA","427868","Wilko Wine Glass 34cl 4pk","Wilko","Wine Glasses",NA,"4 Pack","34cl",NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","GLA","427869","Wilko Champagne Flute 4pk","Wilko","Champagne Glasses",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766666666666667
"KIT","GLA","428470","Wilko Tumbler Beehive Pink","Wilko","Tumblers",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.825
"KIT","GLA","428471","Wilko Tumbler Beehive Blue","Wilko","Tumblers",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.825
"KIT","GLA","428472","Wilko Tumbler Beehive Green","Wilko","Tumblers",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766666666666667
"KIT","GLA","429986","Drinks Dispenser Clear 7L","Wilko","Drink Dispenser","Clear","1","7 Litre",NA,NA,NA,NA,NA,NA,0.891666666666667
"KIT","GLA","431243","Wilko Milk Bottle Set 6pcs","Wilko","Bottles",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766666666666667
"KIT","GLA","431244","Wilko Coloured Milk Bottle Set 6pcs","Wilko","Bottles","Multi","6",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","GLA","435504","Wilko Barcraft Glass Cocktail Kit 5pcs","Wilko","Cocktail Kit",NA,"1","Cocktail Shaker 22cm x 8.7cm, glass jars 8.5cm x 4",NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","GLA","447437","Wilko Sundae Glass 8cm","Wilko","Sundae Glass",NA,"1","8cm x 8cm x 18.6cm",NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","GLA","239390","Wilko Functional Mixer Glass 4pk","Wilko Functional","Tumblers","Clear","1","4 Pack",NA,NA,NA,NA,NA,NA,0.941666666666667
"KIT","GLA","316128","Wilko Functional Glass Jug 1L","Wilko Functional","Jugs","Clear",NA,"1L",NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","HOL","444687","Morphy Richards Accents 6pc Storage Set StainlessSteel 974104","Morphy Richards","Storage Set","Silver",NA,"6 piece",NA,NA,NA,"974104",NA,NA,0.9
"KIT","HOL","444688","Morphy Richards Accents 6pc Storage Set White 974105","Morphy Richards","Storage Set","White",NA,"6 piece",NA,NA,NA,"974105",NA,NA,0.9
"KIT","HOL","444711","Morphy Richards Accents 28cm Saute Pan with GlassLid Barley 973031","Morphy Richards","Saute Pans","Cream",NA,"28cm",NA,NA,NA,"973031",NA,NA,0.9
"KIT","HOL","444720","Morphy Richards Accents 18cm 3 Tier Steamer White79008","Morphy Richards","Steamer","White",NA,"18cm",NA,NA,NA,"79008",NA,NA,0.9
"KIT","HOL","444728","Morphy Richards Accents Pan Set Stainless Steel 46395 3pcs","Morphy Richards","Saucepan Sets","Silver",NA,"3 piece",NA,NA,NA,"46395",NA,NA,0.9
"KIT","HOL","444732","Morphy Richards Accents Pan Set Cornflower Blue 973022 3pcs","Morphy Richards","Saucepan Sets","Blue",NA,"3 piece",NA,NA,NA,"973022",NA,NA,0.9
"KIT","HOL","444747","Morphy Richards Equip Pan Set Stainless Steel 970002 5pcs","Morphy Richards","Saucepan Sets","Silver",NA,"5 piece",NA,NA,NA,"970002",NA,NA,0.9
"KIT","HOL","444748","Morphy Richards Equip Pan Set Stainless Steel 970003 3pcs","Morphy Richards","Saucepan Sets","Silver",NA,"3 piece",NA,NA,NA,"970003",NA,NA,0.9
"KIT","HOL","444750","Morphy Richards Equip 18cm 3 Tier Steamer Stainless Steel 970008","Morphy Richards","Steamer","Silver",NA,"18cm",NA,NA,NA,"970008",NA,NA,0.9
"KIT","HOL","444751","Morphy Richards Equip 2.7L Pressure Cooker Stainless Steel 46640","Morphy Richards","Pressure Cooker","Silver",NA,"2.7L",NA,NA,NA,"46640",NA,NA,0.9
"KIT","HOL","444752","Morphy Richards Equip Pressure Cooker Stainless Steel 46641 6L","Morphy Richards","Pressure Cooker","Silver",NA,"6L",NA,NA,NA,"46641",NA,NA,0.9
"KIT","HOL","444777","Morphy Richards Pro Tri Frying Pan 79811 28cm","Morphy Richards","Frying Pans","Silver",NA,"28cm",NA,NA,NA,"79811",NA,NA,0.9
"KIT","HOL","444780","Morphy Richards Pro Pressure Cooker 977000 6L","Morphy Richards","Pressure Cooker","Silver",NA,"6L",NA,NA,NA,"977000",NA,NA,0.9
"KIT","HOL","414380","Prestige Stainless Steel Frying Pan 20cm","Prestige","Frying Pans",NA,"1","width 37cm, depth 21cm, height 9.5cm",NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","HOL","414381","Prestige Stainless Steel Frying Pan 24cm","Prestige","Frying Pans",NA,"1","width 44cm, depth 25cm, height 11cm",NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","HOL","414382","Prestige Stainless Steel Frying Pan 28cm","Prestige","Frying Pans",NA,"1","width 48cm, depth 11cm, height 11cm",NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","HOL","414384","Prestige Stainless Steel Milk Pan 14cm","Prestige","Milk Pans",NA,"1","width 31cm, depth 15.5cm, height 11.5cm",NA,NA,NA,NA,NA,NA,0.883333333333333
