"PSA_1","PSA_2","Article","Web Description","Brand","Type","Colour","Power","Pack Qty","Size","Age","Material","Model Number","Capacity","Washable","Assembly","DQ Score"
"DIY","FIX","444587","Command Damage Free Easel Back Picture HangingStrips 2pk","Command","Picture Hangers","White",NA,"2",NA,NA,NA,NA,NA,NA,NA,0.833333333333333
"DIY","FIX","444588","Command Damage Free Large Canvas Hanger","Command","Picture Hangers","White",NA,"1",NA,NA,"Plastic",NA,NA,NA,NA,0.891666666666667
"DIY","FIX","444589","Command Damage Free Jumbo Canvas Hanger","Command","Picture Hangers","White",NA,"1",NA,NA,"Plastic",NA,NA,NA,NA,0.891666666666667
"DIY","FIX","444594","Command Damage Free Broom Gripper","Command","Broom Gripper","White",NA,"1",NA,NA,"Plastic",NA,NA,NA,NA,0.891666666666667
"DIY","FIX","115018","Wilko Hooks Mug White 38mm 4pk","Wilko","Cup Hooks","White",NA,"4pk",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","FIX","115020","Wilko Wardrobe Socket Rail Set Chrome Plated 19mm","Wilko","Wardrobe Hooks and Rails",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"DIY","FIX","159368","Wilko Key Ring Hipster Chrome Effect","Wilko","Key Covers and Fobs",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"DIY","FIX","159369","Wilko Hook Robe Double Chrome Effect","Wilko","Wardrobe Hooks and Rails",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"DIY","FIX","159370","Wilko Hook Robe Double Brass Effect","Wilko","Wardrobe Hooks and Rails","Metal",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","FIX","159397","Wilko Hat and Coat Hook Aluminium","Wilko","Back Plates and Hooks","Metal",NA,"1",NA,NA,"Aluminium",NA,NA,NA,NA,0.941666666666667
"DIY","FIX","159398","Wilko Hat and Coat Hook Brass Effect","Wilko","Back Plates and Hooks","Metal",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","FIX","159399","Wilko Hat and Coat Hook Chrome Effect","Wilko","Back Plates and Hooks","Metal",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","FIX","159403","Wilko Automatic Gate Latch Black","Wilko","Gate Furniture",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"DIY","FIX","159494","Wilko Ferrule Black 15mm","Wilko","Stick Ferrule",NA,NA,"1","15mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","FIX","159495","Wilko Stick Ferrule Rubber Black 19mm","Wilko","Stick Ferrule",NA,NA,"1","19mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","FIX","159497","Wilko Stick Ferrule Black 22mm","Wilko","Stick Ferrule",NA,NA,NA,"22mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","FIX","159498","Wilko Crutch Pad Heavy Duty Black 19mm","Wilko","Stick Ferrule",NA,NA,NA,"19mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","FIX","159511","Wilko Tower Bolt Straight Blackened 75mm","Wilko","Gate Furniture",NA,NA,NA,"75mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","FIX","159512","Wilko Tower Bolt Black Japanned 100mm","Wilko","Gate Furniture",NA,NA,NA,"100mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","FIX","159513","Wilko Tower Bolt Black 150mm","Wilko","Gate Furniture",NA,NA,NA,"150mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","FIX","160948","Wilko Diecast Gate Handle Black 150mm","Wilko","Gate Furniture",NA,NA,"1","150mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","FIX","161014","Wilko Mirror Screw 4pk 8g 25mm","Wilko","Mirror Corners and Screws",NA,NA,"4pk","25mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","FIX","161016","Wilko Mirror Screw 4pk 8g 38mm","Wilko","Mirror Corners and Screws",NA,NA,"4pk","38mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","FIX","161267","Wilko Safety Hasp and Staple Black 75mm","Wilko","Gate Furniture",NA,NA,NA,"75mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","FIX","161268","Wilko Safety Hasp and Staple Black 100mm","Wilko","Gate Furniture",NA,NA,NA,"100mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","FIX","161269","Wilko Hasp and Staple Wire Black 100mm","Wilko","Gate Furniture",NA,NA,"1","100mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","FIX","161734","Wilko Cabin Hook Black 100mm","Wilko","Gate Furniture",NA,NA,NA,"100mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","FIX","190336","Wilko Hook and Loop Stick on Tape 1m x 20mm Black","Wilko","Hooks and Loops",NA,NA,NA,"1m",NA,NA,NA,NA,NA,NA,0.825
"DIY","FIX","190337","Wilko Hook and Loop Fastening Tape 1m x 20mm White","Wilko","Hooks and Loops",NA,NA,NA,"1m",NA,NA,NA,NA,NA,NA,0.825
"DIY","FIX","190341","Wilko Hook and Loop Discs Black 20mm 50pk","Wilko","Hooks and Loops","Black",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","FIX","190342","Wilko Hook and Loop Discs White 20mm 50pk","Wilko","Hooks and Loops","White",NA,"50",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","FIX","190411","Wilko Rubber Buffers White 4pk","Wilko","Castor Cups and Floor Protectors",NA,NA,"4","0.75in",NA,NA,NA,NA,NA,NA,0.93
"DIY","FIX","190432","Wilko Fixit Block White 24pk","Wilko","Fixing Blocks",NA,NA,"24pk",NA,NA,NA,NA,NA,NA,NA,0.86
"DIY","FIX","190433","Wilko Shelf Support White 20pk","Wilko","Shelf Supports",NA,NA,"20pk",NA,NA,NA,NA,NA,NA,NA,0.86
"DIY","FIX","190456","Wilko Gate Latch Ring Japanned","Wilko","Gate Furniture",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"DIY","FIX","191891","Wilko Fixing Blocks Brown 24pk","Wilko","Fixing Blocks",NA,NA,"24pk",NA,NA,NA,NA,NA,NA,NA,0.86
"DIY","FIX","191892","Wilko Plate Stand Clear 6in","Wilko","Plate Stands and Hangers",NA,NA,NA,"Small",NA,NA,NA,NA,NA,NA,0.86
"DIY","FIX","191893","Wilko Plate Stand Clear 8in","Wilko","Plate Stands and Hangers",NA,NA,NA,"Medium",NA,NA,NA,NA,NA,NA,0.86
"DIY","FIX","191894","Wilko Plate Stand Clear 9in","Wilko","Plate Stands and Hangers",NA,NA,NA,"Large",NA,NA,NA,NA,NA,NA,0.86
"DIY","FIX","191895","Wilko Wire Plate Hanger 3in","Wilko","Plate Stands and Hangers",NA,NA,NA,"3in",NA,NA,NA,NA,NA,NA,0.86
"DIY","FIX","191896","Wilko Wire Plate Hanger 7in","Wilko","Plate Stands and Hangers",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"DIY","FIX","191897","Wilko Pad Bolt 100mm","Wilko","Gate Furniture",NA,NA,NA,"100mm (4in)",NA,NA,NA,NA,NA,NA,0.86
"DIY","FIX","261085","Wilko Cleat Hook Chrome 75mm","Wilko","Cleat Hooks",NA,NA,NA,"75mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","FIX","261106","Wilko S Hook Chrome Effect Large 80mm","Wilko","Hooks and Loops",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.825
"DIY","FIX","270683","Wilko Cuphook Brass Effect 50mm 6pk","Wilko","Cup Hooks",NA,NA,"6pk","50mm",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","FIX","270684","Wilko Cuphook White 32mm 6pk","Wilko","Cup Hooks",NA,NA,"6pk","32mm",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","FIX","270685"," Wilko Picture Pins with Knurled Heads 8pk","Wilko","Picture Hooks and Wire",NA,NA,"8pk",NA,NA,NA,NA,NA,NA,NA,0.86
"DIY","FIX","270691","Wilko Hook Picture Single Small 8pk","Wilko","Picture Hooks and Wire",NA,NA,"8pk","Small",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","FIX","270692","Wilko Hook Picture Double Large 4pk","Wilko","Picture Hooks and Wire",NA,NA,"4pk","Double",NA,NA,NA,NA,NA,NA,0.93
"DIY","FIX","270693","Wilko Hook Picture Single Medium 6pk","Wilko","Picture Hooks and Wire",NA,NA,"6pk","Medium",NA,NA,NA,NA,NA,NA,0.93
"DIY","FIX","270694","Wilko Cuphook Brass Effect 25mm 8pk","Wilko","Cup Hooks",NA,NA,"8pk","25mm",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","FIX","279894","Wilko Heavy Duty Picture Hook Brass Effect 2pk","Wilko","Picture Hooks and Wire",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,0.86
"DIY","FIX","279899","Wilko Wardrobe Rail Chrome Finish 4ft x 19mm","Wilko","Wardrobe Hooks and Rails",NA,NA,NA,"4ft",NA,NA,NA,NA,NA,NA,0.86
"DIY","FIX","292284","Wilko Pine Coat Rack 4 Hooks Brass Effect","Wilko","Back Plates and Hooks",NA,NA,NA,"4Hook",NA,NA,NA,NA,NA,NA,0.825
"DIY","FIX","292286","Wilko Pine Coat Rack 4 Hooks Chrome Effect","Wilko","Back Plates and Hooks",NA,NA,NA,"4Hook",NA,NA,NA,NA,NA,NA,0.825
"DIY","FIX","343236","Cable Tie Mixed Tub 200pk","Wilko","Cable Ties and Clips",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.716666666666667
"DIY","FIX","343556","Wilko Victorian Pull Handle 150mm Brass Effect","Wilko","Cupboard Handles",NA,NA,NA,"6in",NA,NA,NA,NA,NA,NA,0.825
"DIY","FIX","344016","Wilko Hat and Coat Hook Black","Wilko","Back Plates and Hooks","Black",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","FIX","344017","Wilko Single Robe Hook Black","Wilko","Robe Hooks","Black",NA,"2pk",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","FIX","344043","Wilko Pad Bolt Bright Zinc Plated 100mm","Wilko","Gate Furniture",NA,NA,NA,"4in",NA,NA,NA,NA,NA,NA,0.86
"DIY","FIX","344047","Wilko Picture Hooks Bronze Finish Small","Wilko","Picture Hooks and Wire",NA,NA,"1","Small",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","FIX","344048","Wilko Picture Hooks Bronze Finish Medium","Wilko","Picture Hooks and Wire",NA,NA,NA,"Medium",NA,NA,NA,NA,NA,NA,0.825
"DIY","FIX","344075","Wilko Double Picture Hooks Bronze Finish","Wilko","Picture Hooks and Wire",NA,NA,NA,"Double",NA,NA,NA,NA,NA,NA,0.825
"DIY","FIX","344076","Wilko Cup Hook Medium Chrome Plated 6pk","Wilko","Cup Hooks",NA,NA,"6pk","Medium",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","FIX","344077","Wilko Cup Hook Large Chrome Plated 6pk","Wilko","Cup Hooks",NA,NA,"6pk","Large",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","FIX","344078","Wilko Cup Hook Extra Large Chrome Plated 6pk","Wilko","Cup Hooks",NA,NA,"6pk","Ex Large",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","FIX","344079","Wilko Moulding Hook Chrome Finish 2pk","Wilko","Moulding Hooks","Metal",NA,"2pk",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","FIX","344080","Wilko Butt Hinge Black 100mm","Wilko","Gate Furniture",NA,NA,NA,"100mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","FIX","344081","Wilko Butt Hinge Black 75mm","Wilko","Gate Furniture",NA,NA,"1","75mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","FIX","344082","Wilko Tower Bolt Bright Zinc Plated 150mm","Wilko","Gate Furniture",NA,NA,NA,"150mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","FIX","344083","Wilko Tower Bolt Bright Zinc Plated 100mm","Wilko","Gate Furniture",NA,NA,NA,"100mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","FIX","344084","Wilko Tower Bolt Bright Zinc Plated 75mm","Wilko","Gate Furniture",NA,NA,NA,"75mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","FIX","344177","Wilko D Shaped Handle Zinc Plated 150mm","Wilko","Gate Furniture",NA,NA,NA,"150mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","FIX","344208","Wilko Ring Gate Latch Bright Zinc Plated","Wilko","Gate Furniture",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"DIY","FIX","344209","Wilko Auto Gate Latch Bright Zinc Plated 50mm","Wilko","Gate Furniture",NA,NA,NA,"50mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","FIX","344210","Wilko Cabinet Hook Bright Zinc Plated 100mm","Wilko","Cabin Hooks",NA,NA,NA,"100mm",NA,NA,NA,NA,NA,NA,0.825
"DIY","FIX","344211","Wilko Safety Hasp and Staple Bright Zinc Plated 3in","Wilko","Gate Furniture",NA,NA,"1","3in",NA,NA,NA,NA,NA,NA,0.93
"DIY","FIX","344246","Wilko Safety Hasp and Staple Bright Zinc Plated 4in","Wilko","Gate Furniture",NA,NA,"1","4in",NA,NA,NA,NA,NA,NA,0.93
"DIY","FIX","344248","Wilko Hinge Bright Zinc Plated 16in","Wilko","Gate Furniture",NA,NA,"1","16in",NA,NA,NA,NA,NA,NA,0.93
"DIY","FIX","344249","Wilko Tee Hinge Bright Zinc Plated 12in","Wilko","Gate Furniture",NA,NA,"1","12in",NA,NA,NA,NA,NA,NA,0.93
"DIY","FIX","344250","Wilko Tee Hinge Bright Zinc Plated 10in","Wilko","Gate Furniture",NA,NA,"1","10in",NA,NA,NA,NA,NA,NA,0.93
"DIY","FIX","344251","Wilko Tee Hinge Bright Zinc Plated 8in","Wilko","Gate Furniture",NA,NA,"1","8in",NA,NA,NA,NA,NA,NA,0.93
"DIY","FIX","344252","Wilko Tee Hinge Bright Zinc Plated 6in","Wilko","Gate Furniture",NA,NA,"1","6in",NA,NA,NA,NA,NA,NA,0.93
"DIY","FIX","344260","Wilko Pad Bolt Bright Zinc Plated 6in","Wilko","Gate Furniture",NA,NA,"1","6in",NA,NA,NA,NA,NA,NA,0.93
"DIY","FIX","344559","Removable Strips Foot Shape 6pk","Wilko","Self Adhesive Strips",NA,NA,"6pk",NA,NA,NA,NA,NA,NA,NA,0.81
"DIY","FIX","344561","Wilko Removable Strips  Small 12pk","Wilko","Self Adhesive Strips",NA,NA,"12pk","Small",NA,NA,NA,NA,NA,NA,0.93
"DIY","FIX","344566","Wilko Removable Strips  Large 6pk","Wilko","Self Adhesive Strips",NA,NA,"6pk","Large",NA,NA,NA,NA,NA,NA,0.93
"DIY","FIX","344685","Wilko Chain Key Holder Small","Wilko","Key Covers and Fobs",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"DIY","FIX","344687","Wilko Badge Holder With Lever Snap Hook Chrome","Wilko","Key Covers and Fobs",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"DIY","FIX","344697","Wilko Bumper Stop Clear Large 6pk","Wilko","Bumper Stops",NA,NA,"6pk","Large",NA,NA,NA,NA,NA,NA,0.93
"DIY","FIX","344699","Wilko Hook and Loop With Slot 6pk","Wilko","Hooks and Loops",NA,NA,"6pk",NA,NA,NA,NA,NA,NA,NA,0.825
"DIY","FIX","344700","Wilko Furniture Glider Round 50mm 4pk","Wilko","Castor Cups and Floor Protectors",NA,NA,"4pk","50mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","FIX","344702","Wilko Square Glider Hooks 30mm 8pk","Wilko","Castor Cups and Floor Protectors",NA,NA,"8pk","30mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","FIX","344712","Wilko Self Adhesive Hooks Large 2pk","Wilko","Adhesive Hooks",NA,NA,"2pk","Large",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","FIX","344713","Wilko Calender Hooks 20pk","Wilko","Adhesive Hooks",NA,NA,"20pk",NA,NA,NA,NA,NA,NA,NA,0.825
"DIY","FIX","344714","Wilko Suction Hooks 30mm 20pk","Wilko","Suction Hooks",NA,NA,"20pk","30mm",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","FIX","344715","Wilko Hook Oval 10pk Large","Wilko","Adhesive Hooks",NA,NA,"10pk","Large",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","FIX","344737","Wilko Castor Cup Clear Small","Wilko","Castor Cups and Floor Protectors",NA,NA,"1","Small",NA,NA,NA,NA,NA,NA,0.93
"DIY","FIX","344739","Wilko Castor J Plate 50mm","Wilko","Castor Cups and Floor Protectors",NA,NA,"1","50mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","FIX","344740","Wilko Castor Cup Clear Large","Wilko","Castor Cups and Floor Protectors",NA,NA,NA,"Large",NA,NA,NA,NA,NA,NA,0.86
"DIY","FIX","344741","Wilko Castor Plate With Brake 50mm","Wilko","Castor Cups and Floor Protectors",NA,NA,"1","50mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","FIX","344743","Wilko Foam Floor  Protector Multi 24pk","Wilko","Castor Cups and Floor Protectors",NA,NA,"24pk","Multi",NA,NA,NA,NA,NA,NA,0.93
"DIY","FIX","344746","Wilko Felt Floor Protector 18pk 25mm","Wilko","Castor Cups and Floor Protectors",NA,NA,"18pk","25mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","FIX","344749","Wilko Flat Square Floor Protector 12.8 x 60.7mm","Wilko","Castor Cups and Floor Protectors",NA,NA,NA,"12.8x60.7mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","FIX","344750","Wilko Bumper Stop Clear Small 40pk","Wilko","Bumper Stops",NA,NA,"40pk","Small",NA,NA,NA,NA,NA,NA,0.93
"DIY","FIX","344751","Wilko Bumper Stop Clear Medium 12pk","Wilko","Bumper Stops",NA,NA,"12pk","Medium",NA,NA,NA,NA,NA,NA,0.93
"DIY","FIX","344752","Wilko Foam Square Floor Protector 12pk 38mm","Wilko","Castor Cups and Floor Protectors",NA,NA,"12pk","38mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","FIX","344753","Wilko Foam Round Flr Protector 18pk 30mm","Wilko","Castor Cups and Floor Protectors",NA,NA,"18pk","30mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","FIX","344755","Wilko Square Hook Large 50mm 6pk","Wilko","Adhesive Hooks",NA,NA,"6pk","Large 50mm",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","FIX","344761","Wilko Pine Back Plate with Chrome Key Hook","Wilko","Back Plates and Hooks","Wood",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","FIX","344762","Wilko Oak Back Plate with 4 Satin Finish Hooks","Wilko","Back Plates and Hooks","Wood",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","FIX","344770","Wilko Over Cupboard Door Towel Rail","Wilko","Towel Rails and Hooks",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.825
"DIY","FIX","344772","Wilko Self Adhesive Tea Towel Hook","Wilko","Towel Hook and Rails",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.825
"DIY","FIX","344774","Wilko Over Cupboard Towel Hook X Design","Wilko","Towel Rails and Hooks",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.825
"DIY","FIX","344775","Wilko Removable Adhesive Hooks Clear 4pk","Wilko","Adhesive Hooks","Clear",NA,"4pk",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","FIX","344776","Wilko Removable Adhesive Hooks Oval 3pk","Wilko","Adhesive Hooks",NA,NA,NA,"Large",NA,NA,NA,NA,NA,NA,0.825
"DIY","FIX","344777","Wilko Removable  Adhesive Hook Small Square 5pk","Wilko","Adhesive Hooks",NA,NA,"5pk","Small",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","FIX","344778","Wilko Permanent Adhesive Hook Dimond Shape 5pk","Wilko","Adhesive Hooks","Metal",NA,"5pk",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","FIX","344779","Wilko Removable Hooks 5pk","Wilko","Adhesive Hooks","Metal",NA,"5pk","Large",NA,NA,NA,NA,NA,NA,0.941666666666667
"DIY","FIX","344780","Wilko Permanent Adhesive White Oval Hook 3pk","Wilko","Adhesive Hooks","White",NA,"3pk",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","FIX","344781","Wilko Permanent Adhesive Hooks Oval Metal Effect 6","Wilko","Adhesive Hooks","Metal",NA,"6pk","Small",NA,NA,NA,NA,NA,NA,0.941666666666667
"DIY","FIX","344783","Wilko Self Adhesive Hooks Round 2pk","Wilko","Adhesive Hooks",NA,NA,"2pk",NA,NA,NA,NA,NA,NA,NA,0.825
"DIY","FIX","344784","Wilko Self Adhesive Hooks Square 6pk","Wilko","Adhesive Hooks","Metal",NA,"6pk","Small",NA,NA,NA,NA,NA,NA,0.941666666666667
"DIY","FIX","344788","Wilko Removable Adhesive Hook Diamond Shape White5pk","Wilko","Adhesive Hooks","White",NA,"5pk",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","FIX","344789","Wilko Self Adhesive Hooks Square Metal Effect 2pk","Wilko","Adhesive Hooks","Metal",NA,"2pk","Large",NA,NA,NA,NA,NA,NA,0.941666666666667
"DIY","FIX","344790","Wilko Removable Adhesive Oval Hook White 2pk","Wilko","Adhesive Hooks","White",NA,"2pk","Large",NA,NA,NA,NA,NA,NA,0.941666666666667
"DIY","FIX","344791"," Wilko Self Adhesive Hooks Small White 6pk","Wilko","Adhesive Hooks","White",NA,"6pk","Small",NA,NA,NA,NA,NA,NA,0.941666666666667
"DIY","FIX","344792","Wilko Suction Hooks Medium White 2pk","Wilko","Suction Hooks","White",NA,"2pk","Medium",NA,NA,NA,NA,NA,NA,0.941666666666667
"DIY","FIX","344822","Wilko Clear Suction Hook Chrome Hook 4pk","Wilko","Suction Hooks","Metal",NA,"4pk",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","FIX","344933","Wilko Tool Clip  28/29mm","Wilko","Tool Clips",NA,NA,NA,"28/29mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","FIX","344934","Wilko Tool Clip 25mm","Wilko","Tool Clips",NA,NA,NA,"25mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","FIX","344936","Wilko Hose Clips Zinc Plated 25mm-51mm","Wilko","Hose Clips",NA,NA,NA,"25-51mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","FIX","344937","Wilko Hose Clips Zinc Plated 16mm-32mm","Wilko","Hose Clips",NA,NA,NA,"16-32mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","FIX","344938","Wilko Hose Clips Zinc Plated 12mm-20mm","Wilko","Hose Clips",NA,NA,"1","12-20mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","FIX","344939","Wilko Plastic Key Tag","Wilko","Key Covers and Fobs",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"DIY","FIX","344940","Wilko Castor Cups Brown Large","Wilko","Castor Cups and Floor Protectors",NA,NA,NA,"Large",NA,NA,NA,NA,NA,NA,0.86
"DIY","FIX","344941","Wilko Single Wheel Castor Standard 32mm","Wilko","Castor Cups and Floor Protectors",NA,NA,NA,"32mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","FIX","344942","Wilko Twin Wheel Castor Plate Fix 40mm","Wilko","Castor Cups and Floor Protectors",NA,NA,NA,"40mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","FIX","344943","Wilko Single Wheel Castor Socket Fix 40mm","Wilko","Castor Cups and Floor Protectors",NA,NA,NA,"40mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","FIX","344944","Wilko Single Wheel Castor Plate Fix 40mm","Wilko","Castor Cups and Floor Protectors",NA,NA,"1","40mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","FIX","344945","Wilko Twin Wheel Castor Socket Fix 40mm","Wilko","Castor Cups and Floor Protectors",NA,NA,"1","40mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","FIX","344946","Wilko Robe Hook Brass","Wilko","Wardrobe Hooks and Rails","Metal",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","FIX","344947","Wilko Robe Hook Chrome Plated","Wilko","Robe Hooks","Metal",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","FIX","344949","Wilko Spiked Castor Clear 40mm","Wilko","Castor Cups and Floor Protectors",NA,NA,NA,"40mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","FIX","345047","Wilko Turn Button Black 2in","Wilko","Nuts and Bolts",NA,NA,NA,"2in",NA,NA,NA,NA,NA,NA,0.86
"DIY","FIX","345048","Wilko Dresser Hooks Chrome 6pk 25mm","Wilko","Dresser and Hanger Hooks","Metal",NA,"6pk","25mm",NA,NA,NA,NA,NA,NA,0.941666666666667
"DIY","FIX","345061","Wilko T Hinge Japanned  Black 410mm","Wilko","Gate Furniture",NA,NA,NA,"410mm 16in",NA,NA,NA,NA,NA,NA,0.86
"DIY","FIX","345062","Wilko T Hinge Japanned Black 150mm","Wilko","Gate Furniture",NA,NA,"1","150mm 6in",NA,NA,NA,NA,NA,NA,0.93
"DIY","FIX","345063","Wilko Shelf Supports Nickel Finish 10pk","Wilko","Shelf Supports",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,0.86
"DIY","FIX","345065","Wilko Key Tag Covers 5pk","Wilko","Key Covers and Fobs",NA,NA,"5pk",NA,NA,NA,NA,NA,NA,NA,0.86
"DIY","FIX","345066","Wilko Metalic Adhesive Hooks Oval 2pk","Wilko","Adhesive Hooks","Metal",NA,"2pk",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","FIX","345073","Wilko Robe Hook White","Wilko","Robe Hooks","White",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","FIX","345074","Wilko T Hinge Japanned Black 305mm","Wilko","Gate Furniture",NA,NA,NA,"305mm 12in",NA,NA,NA,NA,NA,NA,0.86
"DIY","FIX","345075","Wilko T Hinge Japanned Black 203mm","Wilko","Gate Furniture",NA,NA,NA,"203mm 8in",NA,NA,NA,NA,NA,NA,0.86
"DIY","FIX","345076","Wilko T Hinge  Japanned  Black 254mm","Wilko","Gate Furniture",NA,NA,"1","254mm 10in",NA,NA,NA,NA,NA,NA,0.93
"DIY","FIX","345078","Wilko Mending Plate Zinc Plated 75mm","Wilko","Corner Plates and Mending Plates",NA,NA,"1","75mm 3in",NA,NA,NA,NA,NA,NA,0.93
"DIY","FIX","345090","Wilko Robe Hook Double  White","Wilko","Robe Hooks","White",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","FIX","345111","Wilko Stretcher Brackets Zinc Plated","Wilko","Corner Plates and Mending Plates",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"DIY","FIX","345235","Wilko Coat Hook Chrome","Wilko","Back Plates and Hooks","Metal",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","FIX","345236","Wilko Mending Plate Zinc Plated 100mm","Wilko","Corner Plates and Mending Plates",NA,NA,"1","100mm 4in",NA,NA,NA,NA,NA,NA,0.93
"DIY","FIX","345237","Wilko T Plate Zinc Plated 75mm","Wilko","Corner Plates and Mending Plates",NA,NA,NA,"75mm 3 inch",NA,NA,NA,NA,NA,NA,0.86
"DIY","FIX","345238","Wilko Corner Plate Zinc Plated 75mm","Wilko","Corner Plates and Mending Plates",NA,NA,"1","75mm 3in",NA,NA,NA,NA,NA,NA,0.93
